日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-09-08,688549,15.12,14.61,15.55,12.3,1965091,2678249269.0,62.74,182.05,9.43,75.12
2023-09-11,688549,13.56,11.85,13.57,11.85,1395632,1763381962.0,11.77,-18.89,-2.76,53.35
2023-09-12,688549,11.42,11.9,12.3,11.22,948356,1110635366.0,9.11,0.42,0.05,36.26
2023-09-13,688549,11.61,12.28,12.79,11.46,990270,1207523265.0,11.18,3.19,0.38,37.86
2023-09-14,688549,12.02,11.3,12.11,11.27,767339,886405286.0,6.84,-7.98,-0.98,29.34
2023-09-15,688549,11.1,10.53,11.14,10.52,656671,708247000.0,5.49,-6.81,-0.77,25.1
2023-09-18,688549,10.53,10.31,10.81,10.26,460439,482748023.0,5.22,-2.09,-0.22,17.6
2023-09-19,688549,10.33,10.65,10.65,10.28,465017,487056426.0,3.59,3.3,0.34,17.78
2023-09-20,688549,10.44,10.98,11.42,10.33,753995,823436427.0,10.23,3.1,0.33,28.82
2023-09-21,688549,10.88,10.39,11.15,10.37,576179,615323377.0,7.1,-5.37,-0.59,22.03
2023-09-22,688549,10.27,10.71,10.9,10.22,482557,512090164.0,6.54,3.08,0.32,18.45
2023-09-25,688549,10.6,10.38,10.77,10.36,375965,395678361.0,3.83,-3.08,-0.33,14.37
2023-09-26,688549,10.34,9.89,10.39,9.88,481232,481080611.0,4.91,-4.72,-0.49,18.4
2023-09-27,688549,9.94,9.78,10.04,9.78,325858,322400570.0,2.63,-1.11,-0.11,12.46
2023-09-28,688549,9.83,9.77,9.91,9.61,318049,310521413.0,3.07,-0.1,-0.01,12.16
2023-10-09,688549,9.8,9.43,9.85,9.41,322666,310181560.0,4.5,-3.48,-0.34,12.34
2023-10-10,688549,9.47,9.46,9.58,9.4,193439,183355213.0,1.91,0.32,0.03,7.4
2023-10-11,688549,9.49,9.59,9.6,9.34,244766,231393164.0,2.75,1.37,0.13,9.36
2023-10-12,688549,9.56,9.42,9.62,9.36,220969,208511051.0,2.71,-1.77,-0.17,8.45
2023-10-13,688549,9.36,9.18,9.42,9.18,209554,194427841.0,2.55,-2.55,-0.24,8.01
