日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2019-12-09,688258,41.0,55.2,65.52,40.6,162110,744458608.0,94.07,108.38,28.71,81.95
2019-12-10,688258,56.0,79.0,81.09,56.0,119748,790459124.0,45.45,43.12,23.8,60.53
2019-12-11,688258,74.0,69.0,75.4,65.0,100321,698980234.0,13.16,-12.66,-10.0,50.71
2019-12-12,688258,69.8,65.9,70.88,65.58,54522,371068124.0,7.68,-4.49,-3.1,27.56
2019-12-13,688258,65.13,63.5,66.22,60.5,49520,312349758.0,8.68,-3.64,-2.4,25.03
2019-12-16,688258,63.0,70.6,70.6,63.0,61797,412753340.0,11.97,11.18,7.1,31.24
2019-12-17,688258,70.99,79.01,80.4,70.0,76363,568961291.0,14.73,11.91,8.41,38.6
2019-12-18,688258,94.11,94.81,94.81,88.01,56477,524981712.0,8.61,20.0,15.8,28.55
2019-12-19,688258,96.0,94.14,102.58,90.1,70895,683456211.0,13.16,-0.71,-0.67,35.84
2019-12-20,688258,93.0,91.3,95.48,89.0,45657,421617903.0,6.88,-3.02,-2.84,23.08
2019-12-23,688258,89.0,88.9,95.21,85.55,38456,346079715.0,10.58,-2.63,-2.4,19.44
2019-12-24,688258,89.2,90.52,91.56,86.85,26561,236955489.0,5.3,1.82,1.62,13.43
2019-12-25,688258,88.87,91.0,91.5,87.8,33652,301770479.0,4.09,0.53,0.48,17.01
2019-12-26,688258,89.9,87.32,94.28,85.9,37903,338093591.0,9.21,-4.04,-3.68,19.16
2019-12-27,688258,86.3,81.24,87.25,81.24,36341,305400552.0,6.88,-6.96,-6.08,18.37
2019-12-30,688258,80.0,84.42,84.5,75.56,36793,291919976.0,11.0,3.91,3.18,18.6
2019-12-31,688258,83.5,86.16,86.3,83.0,28151,239561385.0,3.91,2.06,1.74,14.23
2020-01-02,688258,86.23,85.61,87.5,84.22,18386,157828928.0,3.81,-0.64,-0.55,9.29
2020-01-03,688258,83.5,80.0,84.79,79.47,27760,228270892.0,6.21,-6.55,-5.61,14.03
2020-01-06,688258,77.76,78.88,83.58,77.6,21029,169585155.0,7.48,-1.4,-1.12,10.63
2020-01-07,688258,77.2,87.21,89.2,77.2,35975,303246720.0,15.21,10.56,8.33,18.19
2020-01-08,688258,85.97,84.53,86.82,82.1,22979,193471455.0,5.41,-3.07,-2.68,11.62
2020-01-09,688258,86.48,94.0,94.97,85.0,35353,317155040.0,11.79,11.2,9.47,17.87
2020-01-10,688258,91.9,92.2,93.0,90.2,16933,154852856.0,2.98,-1.91,-1.8,8.56
2020-01-13,688258,92.0,94.0,95.1,91.12,17032,158954485.0,4.32,1.95,1.8,8.61
2020-01-14,688258,94.5,88.65,97.58,88.1,26147,241025802.0,10.09,-5.69,-5.35,13.22
2020-01-15,688258,87.5,87.0,89.94,86.8,15878,139588101.0,3.54,-1.86,-1.65,8.03
2020-01-16,688258,87.07,92.33,95.0,87.07,27579,251937792.0,9.11,6.13,5.33,13.94
2020-01-17,688258,91.06,98.5,104.58,91.06,38254,377944292.0,14.64,6.68,6.17,19.34
2020-01-20,688258,97.77,92.85,99.0,88.0,35962,334791987.0,11.17,-5.74,-5.65,18.18
2020-01-21,688258,92.0,87.05,95.13,86.0,21536,195569738.0,9.83,-6.25,-5.8,10.89
2020-01-22,688258,87.1,90.42,92.64,85.13,19296,173449464.0,8.63,3.87,3.37,9.75
