日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2017-03-02,002850,45.24,54.29,54.29,45.24,202,1092645.0,24.01,44.01,16.59,0.06
2017-03-03,002850,59.72,59.72,59.72,59.72,38,226936.0,0.0,10.0,5.43,0.01
2017-03-06,002850,65.69,65.69,65.69,65.69,77,508966.0,0.0,10.0,5.97,0.02
2017-03-07,002850,72.26,72.26,72.26,72.26,73,527498.0,0.0,10.0,6.57,0.02
2017-03-08,002850,79.49,79.49,79.49,79.49,196,1558719.0,0.0,10.01,7.23,0.06
2017-03-09,002850,87.44,87.44,87.44,87.44,345,3016854.0,0.0,10.0,7.95,0.1
2017-03-10,002850,96.18,96.18,96.18,96.18,582,5598541.0,0.0,10.0,8.74,0.17
2017-03-13,002850,105.8,105.8,105.8,105.8,2677,28322554.0,0.0,10.0,9.62,0.76
2017-03-14,002850,116.38,116.38,116.38,116.38,6322,73570082.0,0.0,10.0,10.58,1.81
2017-03-15,002850,127.94,128.02,128.02,124.0,122294,1549904240.0,3.45,10.0,11.64,34.94
2017-03-16,002850,134.0,140.82,140.82,132.0,148194,2065047120.0,6.89,10.0,12.8,42.34
2017-03-17,002850,140.88,135.0,146.05,134.0,171910,2395976688.0,8.56,-4.13,-5.82,49.12
2017-03-20,002850,131.99,133.03,134.77,128.01,85866,1128564048.0,5.01,-1.46,-1.97,24.53
2017-03-21,002850,132.0,138.63,139.95,130.08,97158,1305254064.0,7.42,4.21,5.6,27.76
2017-03-22,002850,136.07,138.7,142.48,135.01,95161,1324742512.0,5.39,0.05,0.07,27.19
2017-03-23,002850,137.0,131.88,138.45,129.2,83724,1123988752.0,6.67,-4.92,-6.82,23.92
2017-03-24,002850,131.89,133.84,136.36,130.26,57466,765880560.0,4.63,1.49,1.96,16.42
2017-03-27,002850,133.02,131.4,133.77,130.08,45975,605221088.0,2.76,-1.82,-2.44,13.14
2017-03-28,002850,130.31,124.87,133.0,124.84,60992,788187824.0,6.21,-4.97,-6.53,17.43
2017-03-29,002850,123.02,113.71,124.5,113.7,76032,896716048.0,8.65,-8.94,-11.16,21.72
2017-03-30,002850,111.05,111.78,114.98,108.0,53711,600242576.0,6.14,-1.7,-1.93,15.35
2017-03-31,002850,111.01,105.15,112.97,104.09,48340,525372432.0,7.94,-5.93,-6.63,13.81
2017-04-05,002850,103.81,109.8,111.99,102.03,46077,496936080.0,9.47,4.42,4.65,13.16
2017-04-06,002850,109.33,114.03,117.7,108.75,50981,582531536.0,8.15,3.85,4.23,14.57
2017-04-07,002850,115.0,115.86,119.15,114.99,51798,606557936.0,3.65,1.6,1.83,14.8
2017-04-10,002850,115.88,112.15,117.86,109.1,36935,421610928.0,7.56,-3.2,-3.71,10.55
2017-04-11,002850,112.0,114.32,116.26,108.0,33505,377143792.0,7.37,1.93,2.17,9.57
2017-04-12,002850,113.84,108.43,114.45,108.0,26197,291724512.0,5.64,-5.15,-5.89,7.48
2017-04-13,002850,107.5,106.41,109.97,105.3,23445,252838891.0,4.31,-1.86,-2.02,6.7
2017-04-14,002850,106.5,101.8,106.99,101.68,27300,281465680.0,4.99,-4.33,-4.61,7.8
2017-04-17,002850,96.87,92.88,96.87,92.5,34204,322374864.0,4.29,-8.76,-8.92,9.77
2017-04-18,002850,93.0,93.7,95.87,91.71,21976,206973406.0,4.48,0.88,0.82,6.28
2017-04-19,002850,93.85,97.59,97.76,92.01,28446,272029744.0,6.14,4.15,3.89,8.13
2017-04-20,002850,97.5,95.85,98.4,94.7,20674,198651225.0,3.79,-1.78,-1.74,5.91
2017-04-21,002850,95.87,91.88,96.25,91.63,23488,218842028.0,4.82,-4.14,-3.97,6.71
2017-04-24,002850,91.57,89.9,91.57,86.8,18849,168741401.0,5.19,-2.15,-1.98,5.39
2017-04-25,002850,90.13,91.63,92.8,90.13,16167,148395261.0,2.97,1.92,1.73,4.62
2017-04-26,002850,91.06,92.25,93.47,91.06,17467,161890519.0,2.63,0.68,0.62,4.99
2017-04-27,002850,90.89,94.27,95.28,88.02,30975,283159824.0,7.87,2.19,2.02,8.85
2017-04-28,002850,93.62,94.0,95.42,93.3,18162,171580826.0,2.25,-0.29,-0.27,5.19
2017-05-02,002850,93.4,92.24,94.88,92.12,12237,114389472.0,2.94,-1.87,-1.76,3.5
2017-05-03,002850,92.1,93.4,94.0,90.08,14694,135775488.0,4.25,1.26,1.16,4.2
2017-05-04,002850,93.48,93.26,94.68,91.2,14942,139996728.0,3.73,-0.15,-0.14,4.27
2017-05-05,002850,92.61,93.67,94.94,92.31,16009,150268550.0,2.82,0.44,0.41,4.57
2017-05-08,002850,93.1,92.41,94.46,92.0,16179,151031007.0,2.63,-1.35,-1.26,4.62
2017-05-09,002850,91.76,95.39,95.49,91.6,20737,195137576.0,4.21,3.22,2.98,5.92
2017-05-10,002850,95.4,94.21,98.2,94.2,21972,212018223.0,4.19,-1.24,-1.18,6.28
