code,name,行业,上市时间,最新,涨幅,股息率_2024
600135,乐凯胶片,塑料制品,19980122,7.4,-2.5,0.0
600136,ST明诚,文化传媒,19980303,2.19,-2.23,0.0
600137,浪莎股份,纺织服装,19980416,22.28,-9.91,0.83
600138,中青旅,旅游酒店,19971203,9.53,-0.73,0.73
600141,兴发集团,化肥行业,19990616,20.65,-0.1,4.84
600143,金发科技,塑料制品,20040623,10.47,-0.38,0.96
600148,长春一东,汽车零部件,19980520,21.9,-5.11,0.0
600149,廊坊发展,电力行业,19991014,6.14,-1.29,0.0
600150,中国船舶,船舶制造,19980520,31.06,-0.7,0.8
600151,航天机电,光伏设备,19980605,6.55,-1.06,0.0
600152,维科技术,电池,19980609,5.73,-0.87,0.0
600153,建发股份,贸易行业,19980616,9.88,0.0,7.09
600155,华创云信,证券,19980918,6.48,-1.67,0.0
600156,华升股份,纺织服装,19980527,6.4,3.23,0.16
600157,永泰能源,电力行业,19980513,1.35,-0.74,0.0
600158,中体产业,文化传媒,19980327,7.94,-0.75,0.25
600159,大龙地产,房地产开发,19980526,2.51,-3.09,0.0
600160,巨化股份,化学制品,19980626,26.23,0.61,0.88
600161,天坛生物,生物制品,19980616,18.98,-0.42,0.53
600162,香江控股,房地产开发,19980609,1.62,-1.22,0.68
600163,中闽能源,电力行业,19980602,5.36,-0.56,1.92
600165,*ST宁科,化学制品,19980529,5.07,2.01,0.0
600166,福田汽车,汽车整车,19980602,2.68,-0.74,0.0
600167,联美控股,公用事业,19990128,5.99,-1.16,5.34
600168,武汉控股,公用事业,19980427,4.56,-1.08,0.59
600169,太原重工,专用设备,19980904,2.41,-1.23,0.0
600170,上海建工,工程建设,19980623,2.36,-0.84,2.54
600171,上海贝岭,半导体,19980924,33.0,-2.65,0.52
600172,黄河旋风,非金属材料,19981126,3.88,-1.77,0.0
600173,卧龙地产,房地产开发,19990415,6.07,0.17,0.0
600176,中国巨石,玻璃玻纤,19990422,11.66,-1.44,2.06
600177,雅戈尔,纺织服装,19981119,7.43,-0.93,6.73
600178,东安动力,汽车零部件,19981014,12.21,-7.5,0.06
600179,安通控股,物流行业,19981104,2.96,-1.99,0.0
600180,瑞茂通,物流行业,19980703,4.31,-2.05,1.16
600182,S佳通,橡胶制品,19990507,15.22,-2.12,5.98
600183,生益科技,电子元件,19981028,26.04,-1.77,2.3
600184,光电股份,专用设备,20031106,13.9,0.29,0.0
600185,格力地产,商业百货,19990611,6.2,-0.96,0.0
600186,莲花控股,食品饮料,19980825,6.1,-1.77,0.0
600187,国中水务,公用事业,19981111,3.21,-1.83,0.0
600188,兖矿能源,煤炭行业,19980701,12.9,-1.0,5.97
600189,泉阳泉,食品饮料,19981007,7.11,-0.42,0.0
600190,ST锦港,航运港口,19990609,0.92,-5.15,0.0
600191,华资实业,农牧饲渔,19981210,7.36,-3.03,0.0
600192,长城电工,电网设备,19981224,6.68,-1.04,0.0
600193,创兴资源,装修装饰,19990527,4.1,3.54,0.0
600195,中牧股份,农药兽药,19990107,6.9,-1.85,0.33
600196,复星医药,化学制药,19980807,23.93,-0.08,1.34
600197,伊力特,酿酒行业,19990916,14.53,-1.22,3.1
600198,大唐电信,通信设备,19981021,8.52,-3.4,0.0
600199,金种子酒,酿酒行业,19980812,10.15,-1.84,0.0
600200,江苏吴中,化学制药,19990401,2.67,-4.98,0.0
600201,生物股份,农药兽药,19990115,7.03,-0.71,0.43
600202,哈空调,电源设备,19990603,5.23,0.0,0.38
600203,福日电子,消费电子,19990514,9.23,-3.45,0.22
600206,有研新材,小金属,19990319,17.64,-3.24,0.62
600207,安彩高科,光伏设备,19990714,4.27,-7.58,0.0
600208,衢州发展,房地产开发,19990623,2.58,0.39,0.0
600210,紫江企业,包装材料,19990824,6.53,-1.8,4.59
600211,西藏药业,生物制品,19990721,36.15,0.22,5.41
600212,绿能慧充,电力行业,19990817,7.3,-2.28,0.0
600215,派斯林,通用设备,19990909,8.2,1.86,0.18
600216,浙江医药,化学制药,19991021,13.76,1.85,2.69
600217,中再资环,环保行业,19991216,4.39,-1.79,0.71
600218,全柴动力,汽车零部件,19981203,8.58,-3.92,0.7
600219,南山铝业,有色金属,19991223,3.76,-0.53,4.52
600221,海航控股,航空机场,19991125,1.34,-1.47,0.0
600222,太龙药业,中药,19991105,5.37,0.19,0.52
600223,福瑞达,生物制品,20000113,7.92,-1.86,1.39
600226,亨通股份,农药兽药,19991116,2.86,-2.39,0.0
600227,赤天化,化肥行业,20000221,2.31,-0.43,0.0
600228,返利科技,互联网服务,19990119,3.87,-3.97,0.0
600229,城市传媒,文化传媒,20000309,6.71,-2.04,1.04
600230,沧州大化,化学制品,20000406,10.54,1.54,0.2
600231,凌钢股份,钢铁行业,20000511,1.71,-0.58,0.0
600232,金鹰股份,纺织服装,20000602,5.53,-1.07,3.62
600233,圆通速递,物流行业,20000608,12.76,-1.62,2.82
600234,*ST科新,房地产开发,20000615,6.86,-5.51,0.0
600235,民丰特纸,造纸印刷,20000615,5.95,-1.0,1.04
600236,桂冠电力,电力行业,20000323,6.5,-1.37,3.15
600237,铜峰电子,电子元件,20000609,7.19,2.13,0.0
600238,海南椰岛,酿酒行业,20000120,5.38,-3.24,0.0
600239,云南城投,房地产服务,19991202,2.34,-1.68,0.0
600241,时代万恒,电池,20001128,7.32,-2.4,0.0
600243,青海华鼎,通用设备,20001120,2.97,-4.5,0.0
600246,万通发展,房地产开发,20000922,5.67,-2.58,0.0
600248,陕建股份,工程建设,20000622,3.83,-1.03,3.66
600249,两面针,美容护理,20040130,5.95,-5.56,0.5
600250,南京商旅,贸易行业,20010306,8.61,-2.82,0.0
600251,冠农股份,农牧饲渔,20030609,7.36,-1.21,1.09
600252,中恒集团,中药,20001130,2.53,0.4,0.0
600255,鑫科材料,有色金属,20001122,3.12,-2.8,0.0
600256,广汇能源,石油行业,20000526,5.88,-1.18,10.58
600257,大湖股份,农牧饲渔,20000612,4.8,-1.44,0.0
600258,首旅酒店,旅游酒店,20000601,14.65,-3.11,2.46
600259,广晟有色,小金属,20000525,44.39,0.32,0.0
600261,阳光照明,家电行业,20000720,3.19,-1.54,4.39
600262,北方股份,专用设备,20000630,20.85,-3.25,1.52
600265,景谷林业,农牧饲渔,20000825,16.25,-0.49,0.0
600266,城建发展,房地产开发,19990203,4.26,-1.62,1.17
600267,海正药业,化学制药,20000725,9.14,0.11,2.3
600268,国电南自,电网设备,19991118,7.91,-2.83,1.77
600269,赣粤高速,铁路公路,20000518,5.26,-1.68,3.23
600271,航天信息,互联网服务,20030711,8.41,-1.52,0.05
600272,开开实业,医药商业,20010228,13.76,0.44,0.32
600273,嘉化能源,化学制品,20030627,8.46,-0.24,4.73
600276,恒瑞医药,化学制药,20001018,54.5,-1.62,0.37
600278,东方创业,贸易行业,20000712,7.13,-3.26,2.34
600279,重庆港,航运港口,20000731,6.51,-5.92,0.61
600280,中央商场,商业百货,20000926,3.38,-1.46,0.0
600281,华阳新材,小金属,20001109,5.39,3.45,0.0
600282,南钢股份,钢铁行业,20000919,4.29,-0.23,4.31
600283,钱江水利,公用事业,20001018,10.49,0.58,2.38
600284,浦东建设,工程建设,20040316,6.67,-3.33,4.0
600285,羚锐制药,中药,20001018,23.58,1.59,3.82
600287,ST舜天,商业百货,20000901,4.99,-0.8,0.0
600288,大恒科技,电子元件,20001129,8.78,-1.57,0.0
600289,*ST信通,通信服务,20000720,5.76,-0.52,0.0
600292,远达环保,环保行业,20001101,12.5,0.24,0.0
600293,三峡新材,玻璃玻纤,20000919,2.97,-3.57,0.0
600295,鄂尔多斯,钢铁行业,20010426,9.22,-0.22,6.51
600298,安琪酵母,食品饮料,20000818,36.37,-0.05,1.51
600299,安迪苏,化学制品,20000420,9.71,0.0,1.85
600300,维维股份,食品饮料,20000630,3.54,-3.54,3.62
600301,华锡有色,小金属,20000712,19.16,0.42,0.0
600302,标准股份,专用设备,20001213,5.6,-1.41,0.0
600303,ST曙光,汽车整车,20001226,4.08,0.49,0.0
600305,恒顺醋业,食品饮料,20010206,7.69,-1.28,1.3
600307,酒钢宏兴,钢铁行业,20001220,1.42,-2.07,0.0
600308,华泰股份,造纸印刷,20000928,3.51,-0.57,0.23
600309,万华化学,化学制品,20010105,56.08,-0.14,2.23
600310,广西能源,电力行业,20010228,4.22,-1.86,0.71
600312,平高电气,电网设备,20010221,16.29,-0.12,1.77
600313,农发种业,农牧饲渔,20010119,6.21,-1.11,0.0
600315,上海家化,美容护理,20010315,25.02,0.36,0.12
600316,洪都航空,航天航空,20001215,34.44,-1.6,0.05
600318,新力金融,多元金融,20001208,8.75,-3.95,0.23
600319,亚星化学,化学原料,20010326,5.8,-0.17,0.0
600320,振华重工,专用设备,20001221,4.26,-1.16,1.29
600322,津投城开,房地产开发,20010910,2.48,2.9,0.0
600323,瀚蓝环境,环保行业,20001225,24.41,-1.65,3.28
600325,华发股份,房地产开发,20040225,5.0,-0.99,2.08
600326,西藏天路,水泥建材,20010116,7.12,-2.47,0.0
600327,大东方,医疗服务,20020625,4.71,-1.88,0.64
600328,中盐化工,化学原料,20001222,7.06,-0.28,1.75
600329,达仁堂,中药,20010606,32.46,2.01,3.94
600330,天通股份,非金属材料,20010118,6.64,-1.04,0.33
600331,宏达股份,有色金属,20011220,7.39,5.72,0.0
600332,白云山,中药,20010206,26.92,-0.44,2.97
600333,长春燃气,燃气,20001211,4.61,-1.07,0.0
600335,国机汽车,汽车服务,20010305,6.46,-1.67,1.63
600336,澳柯玛,家电行业,20001229,7.17,-2.71,0.28
600337,美克家居,装修建材,20001127,2.11,-4.09,0.57
600338,西藏珠峰,有色金属,20001227,9.89,-1.0,0.56
600339,中油工程,采掘行业,20001225,3.09,-0.64,1.13
600340,华夏幸福,房地产开发,20031230,2.41,-3.21,0.0
600343,航天动力,专用设备,20030408,11.9,0.76,0.0
600345,长江通信,通信设备,20001222,23.25,-1.98,0.24
600346,恒力石化,化纤行业,20010820,15.55,-0.77,2.89
600348,华阳股份,煤炭行业,20030821,6.73,-0.44,4.59
600350,山东高速,铁路公路,20020318,11.07,-0.9,3.79
600351,亚宝药业,中药,20020926,6.27,0.8,4.78
600352,浙江龙盛,化学制品,20030801,9.92,-0.7,4.54
600353,旭光电子,电子元件,20021120,9.88,8.33,0.61
600354,敦煌种业,农牧饲渔,20040115,6.04,-1.79,0.0
600355,精伦电子,通信设备,20020613,2.62,-4.03,0.0
600356,恒丰纸业,造纸印刷,20010419,8.02,-0.62,1.5
600359,新农开发,农牧饲渔,19990429,6.68,-1.76,0.0
600360,ST华微,半导体,20010316,6.79,3.19,0.59
600361,创新新材,有色金属,20011129,3.84,-0.52,2.1
600362,江西铜业,有色金属,20020111,21.66,-0.28,3.23
600363,联创光电,光学光电子,20010329,59.18,0.89,0.09
600365,ST通葡,酿酒行业,20010115,2.93,-3.3,0.0
600366,宁波韵升,小金属,20001030,7.96,-0.75,0.63
600367,红星发展,化学原料,20010320,13.35,0.0,0.22
600368,五洲交通,铁路公路,20001221,4.45,-2.41,2.94
600369,西南证券,证券,20010109,4.13,-0.96,2.06
600370,三房巷,化学制品,20030306,1.9,-2.56,0.0
600371,万向德农,农牧饲渔,20020916,9.02,-3.22,1.66
600372,中航机载,航天航空,20010706,11.36,-1.13,0.62
600373,中文传媒,文化传媒,20020304,10.42,-0.67,3.84
600375,*ST汉马,汽车整车,20030401,6.58,5.28,0.0
600376,首开股份,房地产开发,20010312,2.34,-2.09,0.0
600377,宁沪高速,铁路公路,20010116,15.84,-1.37,3.09
600378,昊华科技,化学制品,20010111,24.38,-0.69,1.17
600379,宝光股份,电网设备,20020116,10.85,-9.13,1.01
600380,健康元,化学制药,20010608,10.89,0.83,1.84
600381,ST春天,食品饮料,20010508,3.83,-3.77,0.0
600382,广东明珠,钢铁行业,20010118,4.9,-1.21,2.04
600383,金地集团,房地产开发,20010412,3.87,-2.27,0.0
600386,北巴传媒,汽车服务,20010216,4.19,-2.78,0.24
600388,龙净环保,环保行业,20001229,11.43,-0.61,2.45
600389,江山股份,农药兽药,20010110,19.62,6.0,1.53
600390,五矿资本,多元金融,20010115,5.28,-0.94,0.72
600391,航发科技,航天航空,20011212,23.33,-1.56,0.0
600392,盛和资源,小金属,20030529,11.73,0.0,1.02
600395,盘江股份,煤炭行业,20010531,4.66,-0.64,0.86
600396,华电辽能,电力行业,20010328,3.1,-2.52,0.0
600397,安源煤业,煤炭行业,20020702,5.48,-4.2,0.0
600398,海澜之家,纺织服装,20001228,7.61,-4.04,5.39
600399,抚顺特钢,钢铁行业,20001229,5.09,-0.78,0.35
600400,红豆股份,纺织服装,20010108,2.19,-3.1,0.46
600403,大有能源,煤炭行业,20031009,4.22,-5.8,0.0
600405,动力源,电源设备,20040401,4.86,-4.14,0.0
600406,国电南瑞,电网设备,20031016,22.45,-2.73,2.54
600408,安泰集团,煤炭行业,20030212,1.92,-2.54,0.0
600409,三友化工,化学原料,20030618,4.9,-0.41,1.49
600410,华胜天成,互联网服务,20040427,9.82,-2.0,0.07
600415,小商品城,商业百货,20020509,17.01,-0.58,1.94
600416,湘电股份,电机,20020718,10.6,1.34,0.0
600418,江淮汽车,汽车整车,20010824,40.81,1.62,0.0
600419,天润乳业,食品饮料,20010628,9.4,-1.57,0.22
600420,国药现代,化学制药,20040616,10.48,0.38,2.86
600421,华嵘控股,通用设备,20040607,6.81,-3.81,0.0
600422,昆药集团,中药,20001206,16.07,0.63,1.87
600423,柳化股份,化学原料,20030717,3.22,-0.62,0.0
600425,青松建化,水泥建材,20030724,3.75,-1.06,2.67
600426,华鲁恒升,化学原料,20020620,20.45,0.44,2.93
600428,中远海特,航运港口,20020418,6.21,-1.27,4.49
600429,三元股份,食品饮料,20030915,4.48,-1.97,0.27
600433,冠豪高新,造纸印刷,20030619,3.09,-0.64,1.94
600435,北方导航,通信设备,20030704,11.41,-1.55,0.18
600436,片仔癀,中药,20030616,205.42,-0.49,1.45
600438,通威股份,光伏设备,20040302,16.84,-0.88,0.0
600439,瑞贝卡,家用轻工,20030710,3.41,-5.28,0.0
600444,国机通用,专用设备,20040219,15.17,0.07,0.73
600446,金证股份,互联网服务,20031224,15.37,0.07,0.0
600448,华纺股份,纺织服装,20010903,3.91,-7.35,0.0
600449,宁夏建材,水泥建材,20030829,13.02,-1.74,1.61
600452,涪陵电力,电力行业,20040303,10.08,4.78,1.04
600455,博通股份,教育,20040329,25.03,0.08,0.0
600456,宝钛股份,小金属,20020412,29.02,-1.02,1.34
600458,时代新材,风电设备,20021219,11.43,-0.95,1.89
600459,贵研铂业,小金属,20030516,14.42,2.41,1.66
600460,士兰微,半导体,20030311,24.4,-2.36,0.16
600461,洪城环境,公用事业,20040601,9.48,-0.63,4.89
600463,空港股份,房地产开发,20040318,11.75,-10.03,0.0
600467,好当家,农牧饲渔,20040405,2.26,-1.31,0.39
600468,百利电气,电网设备,20010615,5.41,0.0,0.0
600469,风神股份,橡胶制品,20031021,5.5,-0.72,2.91
600470,六国化工,化肥行业,20040305,5.8,-2.52,0.0
600475,华光环能,电源设备,20030721,10.2,-2.86,4.41
600476,湘邮科技,软件开发,20031210,16.6,-2.58,0.0
600477,杭萧钢构,水泥建材,20031110,2.54,-0.78,2.76
600478,科力远,电子元件,20030918,4.67,-2.71,0.32
600479,千金药业,中药,20040312,10.39,0.1,3.46
600480,凌云股份,汽车零部件,20030815,15.93,1.21,2.51
600481,双良节能,光伏设备,20030422,4.51,-1.31,0.0
600482,中国动力,船舶制造,20040714,21.58,-0.87,1.01
600483,福能股份,电力行业,20040531,9.55,-0.83,3.25
600486,扬农化工,农药兽药,20020425,51.66,-0.81,1.32
600487,亨通光电,通信设备,20030822,14.88,-1.06,1.55
600488,津药药业,化学制药,20010618,4.14,0.24,2.37
600489,中金黄金,贵金属,20030814,13.9,0.58,2.79
600490,鹏欣资源,有色金属,20030626,4.37,-0.46,0.0
600491,龙元建设,工程建设,20040524,3.84,-0.26,0.0
600493,凤竹纺织,纺织服装,20040421,6.27,10.0,0.94
600495,晋西车轴,交运设备,20040526,4.82,-0.41,0.29
600496,精工钢构,水泥建材,20020605,3.13,-0.63,2.56
600497,驰宏锌锗,有色金属,20040420,5.17,-0.58,2.51
600498,烽火通信,通信设备,20010823,20.18,-2.04,0.89
600499,科达制造,专用设备,20021010,10.12,0.6,1.98
600500,中化国际,化学制品,20000301,3.82,-1.04,0.0
600501,航天晨光,专用设备,20010615,19.87,0.61,0.0
600502,安徽建工,工程建设,20030415,4.61,-1.07,5.86
600503,华丽家族,房地产开发,20020709,2.6,-0.76,0.0
600505,西昌电力,电力行业,20020530,15.82,-10.01,0.13
600506,统一股份,石油行业,20011226,18.74,-1.58,0.0
600507,方大特钢,钢铁行业,20030930,4.31,-0.46,0.77
600508,上海能源,煤炭行业,20010829,11.28,-1.05,3.55
600509,天富能源,电力行业,20020228,6.35,-1.55,0.87
600510,黑牡丹,房地产开发,20020618,4.88,-0.81,0.84
600511,国药股份,医药商业,20021127,30.7,0.66,2.61
600512,腾达建设,工程建设,20021226,2.22,-0.89,0.9
600513,联环药业,化学制药,20030319,9.32,0.22,0.95
600515,海南机场,航空机场,20020806,3.46,-1.42,0.14
600516,方大炭素,非金属材料,20020830,4.61,-0.86,1.13
600517,国网英大,多元金融,20031010,4.79,-1.64,1.73
600518,康美药业,中药,20010319,1.96,-0.51,0.0
600519,贵州茅台,酿酒行业,20010827,1572.6,-0.47,3.28
600520,文一科技,专用设备,20020108,28.16,-1.88,0.0
600521,华海药业,化学制药,20030304,16.74,7.45,1.49
600522,中天科技,通信设备,20021024,13.2,-1.49,2.27
600523,贵航股份,汽车零部件,20011227,14.28,0.07,0.92
600525,长园集团,电网设备,20021202,3.33,-4.03,0.0
600526,菲达环保,环保行业,20020722,4.74,-0.84,2.11
600527,江南高纤,化纤行业,20031127,2.14,-1.38,2.34
600528,中铁工业,交运设备,20010528,7.32,-0.95,1.42
600529,山东药玻,医疗器械,20020603,21.7,0.65,2.86
600530,交大昂立,食品饮料,20010702,7.58,7.82,0.16
600531,豫光金铅,有色金属,20020730,7.05,-1.12,3.19
600533,栖霞建设,房地产开发,20020328,2.22,-2.2,0.0
600535,天士力,中药,20020823,16.04,-0.87,3.3
600536,中国软件,软件开发,20020517,43.12,-2.13,0.0
600537,亿晶光电,光伏设备,20030123,2.84,-1.05,0.0
600538,国发股份,农药兽药,20030114,5.61,0.18,0.0
600539,狮头股份,环保行业,20010824,11.61,1.31,0.0
600540,新赛股份,农牧饲渔,20040107,4.63,-2.53,0.0
600543,莫高股份,酿酒行业,20040324,5.24,-2.24,0.0
600545,卓郎智能,专用设备,20031203,2.17,-2.25,0.0
600546,山煤国际,煤炭行业,20030731,9.8,0.0,7.04
600547,山东黄金,贵金属,20030828,30.82,0.29,0.74
600548,深高速,铁路公路,20011225,11.4,-1.13,2.14
600549,厦门钨业,小金属,20021107,19.54,0.51,2.15
600550,保变电气,电网设备,20010228,8.57,-4.46,0.0
600551,时代出版,文化传媒,20020905,8.03,-1.11,4.98
600552,凯盛科技,光学光电子,20021108,11.22,-1.32,0.45
600556,天下秀,文化传媒,20010807,4.68,-2.09,0.18
600557,康缘药业,中药,20020918,12.9,1.1,0.0
600558,大西洋,通用设备,20010227,5.06,1.2,1.98
600559,老白干酒,酿酒行业,20021029,17.1,-0.75,3.22
600560,金自天正,专用设备,20020919,15.48,-3.61,0.46
600561,江西长运,铁路公路,20020716,6.1,-2.09,0.0
600562,国睿科技,通信设备,20030128,25.88,-1.6,0.61
600563,法拉电子,电子元件,20021210,103.3,-1.79,1.94
600566,济川药业,中药,20010822,27.15,-0.62,7.7
600567,山鹰国际,造纸印刷,20011218,1.73,-0.57,0.0
600568,ST中珠,综合行业,20010518,1.42,-0.7,0.0
600569,安阳钢铁,钢铁行业,20010820,1.88,-2.08,0.0
600570,恒生电子,软件开发,20031216,25.5,-2.45,0.39
600571,信雅达,互联网服务,20021101,14.42,-2.96,0.33
600572,康恩贝,中药,20040412,4.45,0.68,3.37
600573,惠泉啤酒,酿酒行业,20030226,11.99,1.01,0.67
600575,淮河能源,电力行业,20030328,3.69,0.0,0.0
600576,祥源文旅,旅游酒店,20030220,10.33,-0.58,0.0
600577,精达股份,电网设备,20020911,7.25,0.83,1.24
600578,京能电力,电力行业,20020510,4.36,-0.46,2.75
600579,克劳斯,专用设备,20020809,7.58,-6.07,0.0
600580,卧龙电驱,电机,20020606,24.26,-1.54,0.62
600581,八一钢铁,钢铁行业,20020816,3.15,-2.17,0.0
600582,天地科技,专用设备,20020515,6.23,0.65,5.09
600583,海油工程,采掘行业,20020205,5.15,-0.58,3.9
600584,长电科技,半导体,20030603,32.63,-0.79,0.37
600585,海螺水泥,水泥建材,20020207,23.61,-0.63,3.01
600586,金晶科技,玻璃玻纤,20020815,4.73,-2.87,0.32
600587,新华医疗,医疗器械,20020927,15.32,0.59,1.63
600588,用友网络,软件开发,20010518,12.92,-1.52,0.0
600589,大位科技,互联网服务,20010612,7.15,-4.79,0.0
600590,泰豪科技,电网设备,20020703,8.49,-3.96,0.0
600592,龙溪股份,通用设备,20020805,25.96,4.76,0.39
600593,大连圣亚,旅游酒店,20020711,29.51,-0.74,0.0
600594,益佰制药,中药,20040323,3.88,-0.26,0.0
600595,中孚实业,有色金属,20020626,3.7,0.0,0.0
600596,新安股份,农药兽药,20010906,7.94,0.13,1.26
600597,光明乳业,食品饮料,20020828,8.33,-1.42,1.92
600598,北大荒,农牧饲渔,20020329,14.26,-1.52,3.86
600599,ST熊猫,化学制品,20010828,7.48,-3.73,0.0
600600,青岛啤酒,酿酒行业,19930827,71.97,-0.59,3.06
600601,方正科技,电子元件,19901219,4.19,-2.56,0.0
600602,云赛智联,软件开发,19901219,20.55,-2.14,0.22
600603,ST广物,物流行业,19920113,7.28,-0.55,0.0
600604,市北高新,房地产服务,19920327,4.43,-2.42,0.23
600605,汇通能源,房地产服务,19920327,37.39,0.78,0.37
600606,绿地控股,房地产开发,19920327,1.67,-2.34,0.0
600608,ST沪科,贸易行业,19920327,3.6,-0.55,0.0
600609,金杯汽车,汽车零部件,19920724,5.46,-1.44,0.0
600610,中毅达,化学原料,19920805,14.64,3.03,0.0
600611,大众交通,铁路公路,19920807,6.4,-7.51,0.47
600612,老凤祥,珠宝首饰,19920814,49.05,-1.23,3.51
600613,神奇制药,化学制药,19920820,6.36,0.16,2.36
600615,丰华股份,小金属,19920910,11.01,-0.54,0.09
600616,金枫酒业,酿酒行业,19920929,5.99,-0.83,0.83
600617,国新能源,燃气,19921013,2.54,-1.55,0.0
600618,氯碱化工,化学原料,19921113,9.35,0.0,2.25
600619,海立股份,家电行业,19921116,11.52,-1.87,0.11
600620,天宸股份,综合行业,19921117,5.14,-1.15,0.29
600621,华鑫股份,证券,19921202,13.52,-2.31,0.77
600622,光大嘉宝,房地产开发,19921203,2.69,-3.24,0.0
600623,华谊集团,化学原料,19921204,7.18,0.28,2.51
600624,复旦复华,综合行业,19930105,7.13,0.14,0.0
600626,申达股份,汽车零部件,19930107,3.39,-3.14,0.0
600628,新世界,商业百货,19930119,7.15,-2.85,0.56
600629,华建集团,工程咨询服务,19930209,8.55,-0.23,1.43
600630,龙头股份,纺织服装,19930209,8.35,-2.0,0.46
600633,浙数文化,游戏,19930304,12.78,-2.59,1.96
600635,大众公用,燃气,19930304,3.79,-1.56,0.95
600636,国新文化,教育,19930316,7.7,1.58,0.52
600637,东方明珠,文化传媒,19930316,7.25,-1.49,2.48
600638,新黄浦,房地产开发,19930326,5.19,-1.89,0.71
600639,浦东金桥,房地产开发,19930326,10.5,-0.57,3.07
600640,国脉文化,文化传媒,19930407,11.49,-2.87,0.08
600641,万业企业,房地产开发,19930407,13.9,-0.93,0.31
600642,申能股份,电力行业,19930416,8.93,-1.76,5.04
600643,爱建集团,多元金融,19930426,4.62,-2.53,0.0
600644,乐山电力,电力行业,19930426,14.58,-10.0,0.0
600645,中源协和,生物制品,19930504,22.19,0.5,0.0
600648,外高桥,房地产开发,19930504,11.09,-0.18,3.16
600649,城投控股,房地产开发,19930518,4.19,-1.41,0.95
600650,锦江在线,铁路公路,19930607,14.25,-4.62,0.77
600651,飞乐音响,光学光电子,19901219,3.94,-1.75,0.0
600653,申华控股,汽车服务,19901219,1.88,-1.57,0.0
600654,中安科,软件开发,19901219,2.93,-2.98,0.0
600655,豫园股份,珠宝首饰,19920902,5.58,-1.93,3.41
600657,信达地产,房地产开发,19930524,4.06,-0.73,0.0
600658,电子城,房地产服务,19930524,4.2,-3.45,0.0
600660,福耀玻璃,玻璃玻纤,19930610,60.3,2.2,2.99
600661,昂立教育,教育,19930614,9.95,-2.26,0.0
600662,外服控股,专业服务,19930614,4.99,-0.6,4.81
600663,陆家嘴,房地产开发,19930628,8.94,-0.67,1.68
600664,哈药股份,化学制药,19930629,3.78,1.07,0.0
600665,天地源,房地产开发,19930709,3.13,-1.26,0.0
600666,奥瑞德,光学光电子,19930712,2.46,-0.81,0.0
600667,太极实业,工程建设,19930728,6.3,-1.41,1.51
600668,尖峰集团,水泥建材,19930728,14.44,-3.22,0.69
600671,ST目药,中药,19930823,12.35,-0.64,0.0
600673,东阳光,综合行业,19930917,9.73,-2.11,0.0
600674,川投能源,电力行业,19930924,17.23,-1.66,2.32
600675,中华企业,房地产开发,19930924,2.8,-1.06,0.0
600676,交运股份,汽车零部件,19930928,4.31,-2.27,0.0
600678,四川金顶,水泥建材,19931008,7.56,-1.82,0.0
600679,上海凤凰,交运设备,19931008,13.11,-3.6,0.18
600681,百川能源,燃气,19931018,3.51,-0.57,6.7
600682,南京新百,商业百货,19931018,6.54,-0.3,0.24
600683,京投发展,房地产开发,19931025,3.73,-3.87,0.0
600684,珠江股份,房地产服务,19931028,3.42,-1.44,0.0
600685,中船防务,船舶制造,19931028,24.04,-0.91,0.34
600686,金龙汽车,汽车整车,19931108,12.7,-2.23,0.63
600688,上海石化,石油行业,19931108,2.83,-0.7,0.71
600689,上海三毛,纺织服装,19931108,11.85,-1.5,0.13
600690,海尔智家,家电行业,19931119,25.76,-1.64,3.75
600691,阳煤化工,化肥行业,19931119,2.14,-1.83,0.0
600692,亚通股份,房地产开发,19931119,6.7,-3.04,0.3
600693,东百集团,商业百货,19931122,6.31,-0.63,1.27
600694,大商股份,商业百货,19931122,23.9,-2.17,4.18
600696,岩石股份,酿酒行业,19931206,7.43,0.95,0.0
600697,欧亚集团,商业百货,19931206,11.86,-1.98,0.84
600698,湖南天雁,汽车零部件,19931206,7.2,-9.43,0.0
600699,均胜电子,汽车零部件,19931206,19.23,-0.77,1.35
600702,舍得酒业,酿酒行业,19960524,53.07,-0.95,0.81
600703,三安光电,光学光电子,19960528,12.68,-0.78,0.16
600704,物产中大,物流行业,19960606,5.22,-1.88,4.02
600706,曲江文旅,旅游酒店,19960516,8.97,-1.32,0.0
600707,彩虹股份,光学光电子,19960520,6.35,-2.16,0.0
600708,光明地产,房地产开发,19960606,3.24,-1.52,0.0
600710,苏美达,贸易行业,19960701,9.4,-0.84,3.93
600711,ST盛屯,能源金属,19960531,5.45,-1.09,1.83
600712,南宁百货,商业百货,19960626,5.96,-0.17,0.0
600713,南京医药,医药商业,19960701,5.1,-0.39,3.33
600714,金瑞矿业,化学原料,19960606,10.53,0.19,1.19
600715,*ST文投,游戏,19960701,2.22,-1.77,0.0
600716,凤凰股份,房地产开发,19960702,3.44,-2.55,0.0
600717,天津港,航运港口,19960614,4.58,-2.14,2.27
600718,东软集团,互联网服务,19960618,9.62,-0.82,1.56
600719,大连热电,电力行业,19960716,6.8,-2.44,0.0
600720,中交设计,工程咨询服务,19960716,7.97,-1.85,2.87
600721,百花医药,医疗服务,19960626,7.3,1.53,0.0
600722,金牛化工,化学原料,19960626,5.14,0.0,0.0
