报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2015年报,2016-04-26,2016-05-24,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-08-24,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-06-15,2017-07-11,,10派6元(含税),,,2700.00万,取消分红,95.24%,--
2017中报,2017-08-07,2017-08-23,2017-08-25,10派6元(含税),2017-08-31,2017-09-01,2700.00万,实施方案,250%,--
2017年报,2018-04-23,2018-05-15,,不分配不转增,,,--,股东大会预案,--,--
2018中报,2018-08-22,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-02-01,2019-02-22,2019-02-26,10派7元(含税),2019-03-05,2019-03-06,3675.00万,实施方案,137.25%,--
2019中报,2019-07-29,2019-08-13,2019-08-14,10派2.6元(含税),2019-08-21,2019-08-22,1365.00万,实施方案,96.3%,--
2019年报,2020-04-21,2020-05-11,2020-05-12,10派4.6元(含税),2020-05-18,2020-05-19,2415.00万,实施方案,67.65%,--
2020中报,2020-08-27,2020-09-11,2020-09-14,10派2.6元(含税),2020-09-18,2020-09-21,1365.00万,实施方案,41.94%,--
2020年报,2021-01-26,2021-02-18,,不分配不转增,,,--,股东大会预案,--,--
2021年报,2022-03-30,2022-04-20,2022-04-21,10派13元(含税),2022-04-28,2022-04-29,9100.00万,实施方案,72.63%,3.71%
2022中报,2022-08-18,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-15,2023-05-05,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-31,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-19,2024-05-10,2024-05-16,10派0.3元(含税),2024-05-22,2024-05-23,210.00万,实施方案,11.11%,0.13%
2024中报,2024-08-28,,,不分配不转增,,,--,董事会预案,--,--
2024三季报,2025-01-18,2025-02-13,2025-02-17,10派2元(含税),2025-02-21,2025-02-24,1400.00万,实施方案,250%,0.82%
2024年报,2025-03-31,2025-04-22,2025-04-25,10转3股派5元(含税),2025-04-30,2025-05-06,3500.00万,实施方案,312.5%,--
