报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2011年报,2012-05-22,2012-06-07,2012-07-25,10派1.5元(含税),2012-07-30,2012-07-31,6150.00万,实施方案,15%,1.02%
2012中报,2012-08-20,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-16,2013-05-07,2013-05-29,10派1.00元(含税),2013-06-03,2013-06-04,4100.00万,实施方案,22.73%,0.84%
2013中报,2013-08-27,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-04-25,2014-05-16,2014-06-27,10转3.0000股派0.65元(含税),2014-07-02,2014-07-03,2665.00万,实施方案,29.55%,0.61%
2014中报,2014-08-22,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-04-21,2015-05-12,2015-07-03,10派0.20元(含税),2015-07-09,2015-07-10,1066.00万,实施方案,35.4%,0.12%
2015中报,2015-08-14,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-06-27,2016-07-13,2016-07-20,10送9股转19股,2016-07-25,2016-07-26,--,实施方案,--,--
2016中报,2016-08-30,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-26,2017-05-17,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-15,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-27,2018-05-19,2018-05-28,10派0.3元(含税),2018-05-31,2018-06-01,6076.20万,实施方案,18.75%,0.99%
2018中报,2018-08-25,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-26,2019-05-17,2019-06-06,10派0.1元(含税),2019-06-14,2019-06-17,2010.82万,实施方案,20.75%,0.5%
2019中报,2019-08-30,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-06-23,2020-07-14,2020-07-29,10派0.16元(含税),2020-08-03,2020-08-04,3499.44万,实施方案,28.17%,0.73%
2020中报,2020-08-25,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-13,2021-05-07,2021-06-05,10派0.65元(含税),2021-06-10,2021-06-11,1.43亿,实施方案,29.55%,1.76%
2021中报,2021-08-18,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-26,2022-05-18,2022-05-25,10派0.8元(含税),2022-05-30,2022-05-31,1.76亿,实施方案,20.58%,2.19%
2022中报,2022-08-18,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-28,2023-05-19,2023-05-26,10派0.35元(含税),2023-05-31,2023-06-01,7705.05万,实施方案,20.14%,1.26%
2023中报,2023-08-26,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-27,2024-05-18,2024-05-28,10派0.13元(含税),2024-05-31,2024-06-03,2861.59万,实施方案,21.49%,0.49%
2024中报,2024-08-28,,,不分配不转增,,,--,董事会预案,--,--
2024三季报,2024-10-30,,2024-11-14,10派0.05元(含税),2024-11-21,2024-11-22,1100.61万,实施方案,14.25%,0.19%
2024年报,2025-04-26,2025-05-17,,不分配不转增,,,--,股东大会预案,--,--
