报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2014年报,2015-03-13,2015-04-02,,不分配不转增,,,--,股东大会预案,--,--
2015中报,2015-08-28,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-03-31,2016-04-22,2016-06-07,10派1元(含税),2016-06-16,2016-06-17,715.00万,实施方案,66.67%,--
2016中报,2016-07-29,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-12,2017-05-09,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-03,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-23,2018-05-17,2018-07-03,10派0.30元(含税),2018-07-09,2018-07-10,235.50万,实施方案,66.82%,--
2018中报,2018-08-09,,,不分配不转增,,,--,董事会预案,--,--
2018三季报,2018-10-31,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-30,2019-05-23,,不分配不转增,,,--,股东大会预案,--,--
2019中报,2019-08-09,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-02,2020-04-24,2020-05-08,10派1.38元(含税),2020-05-15,2020-05-18,1083.30万,实施方案,28.16%,--
2020中报,2020-08-31,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-26,2021-05-20,2021-06-24,10派0.5元(含税),2021-06-30,2021-07-01,392.50万,实施方案,12.5%,--
2021中报,2021-08-31,2021-10-13,,不分配不转增,,,--,股东大会预案,--,--
2021年报,2022-03-18,2022-04-07,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-11,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-25,2023-05-22,2023-05-29,10派1元(含税),2023-06-02,2023-06-05,1085.92万,实施方案,20.83%,--
2023中报,2023-08-30,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-29,2024-05-23,2024-07-05,10派0.3元(含税),2024-07-12,2024-07-15,325.78万,实施方案,-309.28%,--
