报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,AH分红总额,方案进度,股利支付率,税前分红率
2019年报,2020-03-30,2020-06-17,2020-07-06,10派2.40元(含税),2020-07-09,2020-07-10,51.04亿,实施方案,37.5%,4.76%
2020中报,2020-08-29,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-31,2021-07-01,2021-07-24,10派1.61元(含税),2021-07-29,2021-07-30,34.24亿,实施方案,30.38%,4.18%
2021中报,2021-08-31,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-30,2022-06-28,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-30,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-03-28,2023-05-05,2023-05-12,10派2.1元(含税),2023-05-18,2023-05-19,44.66亿,实施方案,37.5%,6.48%
2023中报,2023-08-30,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-03-29,2024-06-13,2024-06-20,10派1.64元(含税),2024-06-25,2024-06-26,45.04亿,实施方案,28.77%,5.82%
2024中报,2024-08-30,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-03-29,,,10派1.56元(含税),,,33.61亿,董事会预案,30%,--
