报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2017年报,2018-04-24,2018-05-17,2018-06-06,10转2股派2.5元(含税),2018-06-11,2018-06-12,3333.34万,实施方案,28.44%,0.91%
2018中报,2018-08-29,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-23,2019-05-16,2019-06-12,10转2股派2.5元(含税),2019-06-17,2019-06-18,4000.00万,实施方案,34.65%,1.29%
2019中报,2019-08-28,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-22,2020-05-19,2020-06-18,10派2.5元(含税),2020-06-23,2020-06-24,4800.00万,实施方案,40.38%,1.68%
2020中报,2020-08-26,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-20,2021-05-19,2021-06-22,10派3.0元(含税),2021-06-25,2021-06-28,5760.00万,实施方案,43.49%,1.44%
2021中报,2021-08-26,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-19,2022-05-19,2022-06-02,10派3.5元(含税),2022-06-09,2022-06-10,6720.00万,实施方案,39.46%,1.07%
2022中报,2022-08-19,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-19,2023-05-19,2023-06-07,10转4股派5.5元(含税),2023-06-12,2023-06-13,1.06亿,实施方案,50.21%,1.96%
2023中报,2023-08-26,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-19,2024-05-17,2024-06-05,10派4.5元(含税),2024-06-11,2024-06-12,1.21亿,实施方案,53.8%,--
