报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2015中报,2015-12-25,2015-12-29,2016-01-04,10送0.2股转0.787股,2016-01-08,2016-01-11,--,实施方案,--,--
2016-01-22,2016-01-22,2016-02-03,,10送0.2股派5.92元(含税),,,8985.10万,取消分红,--,--
2015年报,2016-05-30,2016-06-15,2016-06-22,10派3元(含税),2016-06-29,2016-06-30,4966.79万,实施方案,28.57%,--
2016中报,2016-08-24,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-30,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-21,2018-06-29,2018-07-10,10派1.2元(含税),2018-07-16,2018-07-17,2648.96万,实施方案,8.28%,0.28%
2018中报,2018-08-29,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-29,2019-06-29,2019-07-03,10派1.2元(含税),2019-07-09,2019-07-10,2648.96万,实施方案,12.37%,0.42%
2019中报,2019-08-29,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-29,2020-06-24,2020-06-30,10派1.2元(含税),2020-07-03,2020-07-06,2648.96万,实施方案,11.54%,0.4%
2020中报,2020-08-28,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-30,2021-05-22,2021-06-01,10派1.5元(含税),2021-06-04,2021-06-07,3311.20万,实施方案,13.89%,0.64%
2021中报,2021-08-21,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-26,2022-05-18,2022-07-05,10派2元(含税),2022-07-08,2022-07-11,4574.97万,实施方案,12.99%,0.56%
2022中报,2022-08-20,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-26,2023-05-30,2023-06-08,10派2.5元(含税),2023-06-13,2023-06-14,5788.97万,实施方案,13.66%,0.61%
2023中报,2023-08-26,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-30,2024-05-22,2024-07-09,10派2.5元(含税),2024-07-16,2024-07-17,6977.41万,实施方案,13.97%,--
