报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2018中报,2018-08-22,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-20,2019-04-10,2019-04-30,10派8元(含税),2019-05-09,2019-05-10,7680.00万,实施方案,65.04%,2.8%
2019中报,2019-08-20,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-15,2020-05-13,2020-05-28,10转4股派5元(含税),2020-06-02,2020-06-03,4800.00万,实施方案,45.05%,1.95%
2020中报,2020-08-28,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-26,2021-04-21,2021-04-28,10派5元(含税),2021-05-10,2021-05-11,6720.00万,实施方案,47.17%,2.5%
2021中报,2021-08-10,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-12,2022-05-21,2022-06-23,10派3元(含税),2022-06-29,2022-06-30,4114.76万,实施方案,36.59%,1.96%
2022中报,2022-08-26,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-21,2023-05-19,2023-06-01,10派3元(含税),2023-06-06,2023-06-07,4134.49万,实施方案,41.1%,1.87%
2023中报,2023-08-29,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-20,2024-05-16,2024-06-01,10派1元(含税),2024-06-06,2024-06-07,1366.98万,实施方案,55.56%,0.88%
2024中报,2024-08-29,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-19,2025-05-10,,10派0.35元(含税),,,470.48万,股东大会预案,35%,--
