报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2015中报,2015-08-26,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-15,2016-05-10,2016-06-06,10送4.970370股转9.940741股派1.491111元(含税),2016-06-15,2016-06-16,1210.33万,实施方案,16.57%,0.17%
2016中报,2016-08-27,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-31,2017-04-21,2017-05-04,10派0.87元(含税),2017-05-09,2017-05-10,1760.16万,实施方案,19.77%,0.37%
2017中报,2017-08-18,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-18,2018-05-11,2018-05-21,10转8.002903股派1.02037元(含税),2018-05-25,2018-05-28,2227.38万,实施方案,18.9%,0.43%
2018中报,2018-08-25,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-18,2019-05-14,2019-05-16,10转6.983341股派0.498810元(含税),2019-05-22,2019-05-23,2022.61万,实施方案,13.86%,0.38%
2019中报,2019-08-13,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-24,2020-05-15,2020-05-20,10派0.45元(含税),2020-05-26,2020-05-27,3089.77万,实施方案,19.39%,0.47%
2020中报,2020-08-26,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-24,2021-05-14,2021-05-19,10派0.18元(含税),2021-05-25,2021-05-26,1232.85万,实施方案,91.84%,0.27%
2021中报,2021-08-20,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-22,2022-05-13,2022-05-19,10派0.15元(含税),2022-05-24,2022-05-25,1014.78万,实施方案,69.12%,0.31%
2022中报,2022-08-25,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-20,2023-05-11,2023-06-01,10派0.15元(含税),2023-06-07,2023-06-08,1014.78万,实施方案,49.18%,0.23%
2023中报,2023-08-25,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-23,2024-05-15,2024-05-22,10派0.18元(含税),2024-05-28,2024-05-29,1202.01万,实施方案,-20.74%,--
