报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2014年报,2015-04-23,2015-05-26,2015-06-08,10派0.5元(含税),2015-06-12,2015-06-15,275.00万,实施方案,50%,--
2015中报,2015-08-21,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-26,2016-05-24,2016-06-20,10派0.5元(含税),2016-06-24,2016-06-27,281.00万,实施方案,22.73%,--
2016中报,2016-08-22,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-17,2017-05-31,2017-07-14,10派0.5元(含税),2017-07-20,2017-07-21,281.00万,实施方案,20.83%,--
2017中报,2017-08-18,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-17,2018-07-02,2018-08-21,10派0.5元(含税),2018-08-27,2018-08-28,281.00万,实施方案,20.83%,--
2018中报,2018-08-14,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-16,2019-06-03,2019-07-12,10派0.5元(含税),2019-07-18,2019-07-19,281.00万,实施方案,13.89%,--
2023年报,2024-05-21,2024-06-13,2024-06-21,10派2.4元(含税),2024-06-26,2024-06-27,2041.23万,实施方案,22.86%,--
