报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2015年报,2016-03-31,2016-04-29,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-08-18,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-31,2017-04-21,2017-05-16,10派4.3元(含税),2017-05-23,2017-05-24,2042.55万,实施方案,119.44%,--
2017中报,2017-08-31,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-13,2018-05-04,2018-05-21,10派2.00元(含税),2018-05-28,2018-05-29,989.98万,实施方案,24.1%,--
2018中报,2018-08-21,2018-09-10,2018-10-19,10派2.00元(含税),2018-10-29,2018-10-30,989.98万,实施方案,43.48%,--
2018年报,2019-03-15,2019-04-09,2019-04-15,10派2.0元(含税),2019-04-19,2019-04-22,1055.98万,实施方案,16.67%,--
2019中报,2019-11-01,2019-11-18,2019-11-27,10派3.0元(含税),2019-12-04,2019-12-05,1583.98万,实施方案,61.22%,--
2019年报,2020-03-17,2020-04-08,,不分配不转增,,,--,股东大会预案,--,--
2020年报,2021-04-28,2021-05-21,2021-05-28,10派4.1元(含税),2021-06-03,2021-06-04,3126.21万,实施方案,24.12%,0.2%
2021中报,2021-08-26,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-28,2022-05-21,2022-07-09,10派1.9948元(含税),2022-07-14,2022-07-15,1524.96万,实施方案,10.55%,0.12%
2022中报,2022-08-26,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-28,2023-05-23,2023-07-01,10转4股派2元(含税),2023-07-06,2023-07-07,1685.28万,实施方案,12.66%,0.22%
2023中报,2023-08-30,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-30,2024-05-23,2024-06-15,10转4股派1元(含税),2024-06-20,2024-06-21,1174.55万,实施方案,16.13%,--
