报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,AH分红总额,方案进度,股利支付率,税前分红率
2016中报,2016-08-31,,,不分配不转增,,,--,董事会预案,--,--
2016三季报,2016-10-28,2016-12-16,2016-12-23,10派3元(含税),2016-12-28,2016-12-29,3.70亿,实施方案,71.43%,1.3%
2016年报,2017-03-30,2017-05-26,2017-06-07,10派3.00元(含税),2017-06-12,2017-06-13,3.70亿,实施方案,54.55%,1.87%
2017中报,2017-08-30,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-29,2018-05-31,2018-06-08,10派3.00元(含税),2018-06-14,2018-06-15,3.70亿,实施方案,40%,2.72%
2018中报,2018-08-29,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-28,2019-05-22,2019-05-31,10派3元(含税),2019-06-06,2019-06-10,3.70亿,实施方案,39.47%,2.47%
2019中报,2019-08-30,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-31,2020-05-22,2020-06-02,10派3元(含税),2020-06-08,2020-06-09,3.70亿,实施方案,32.61%,2.84%
2020中报,2020-08-26,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-31,2021-05-22,2021-06-01,10派3.10元(含税),2021-06-07,2021-06-08,3.82亿,实施方案,30.39%,3.29%
2021中报,2021-08-27,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-30,2022-05-25,2022-06-02,10派3.2元(含税),2022-06-09,2022-06-10,3.95亿,实施方案,30.19%,3.46%
2022中报,2022-08-26,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-03-29,2023-05-19,2023-05-30,10派3.4元(含税),2023-06-02,2023-06-05,4.20亿,实施方案,30.09%,2.15%
2023中报,2023-08-30,,,不分配不转增,,,--,董事会预案,--,--
2023三季报,2023-10-31,2023-12-21,2023-12-29,10派1.8元(含税),2024-01-05,2024-01-08,2.22亿,实施方案,23.68%,1.31%
2023年报,2024-03-28,2024-05-22,2024-05-30,10派4元(含税),2024-06-05,2024-06-06,4.94亿,实施方案,31.25%,2.76%
2024中报,2024-08-28,2024-10-17,2024-10-28,10派1.90元(含税),2024-11-01,2024-11-04,2.34亿,实施方案,32.76%,1.35%
2024年报,2025-03-28,2025-05-21,,10派4.1元(含税),,,3.25亿,股东大会预案,32.8%,--
