报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,AH分红总额,方案进度,股利支付率,税前分红率
2011年报,2012-03-31,2012-06-22,2012-07-18,10派2元(含税),2012-07-24,2012-07-25,12.87亿,实施方案,28.99%,2.69%
2012中报,2012-08-28,,2012-10-08,10派0.7元(含税),2012-10-11,2012-10-12,4.50亿,实施方案,29.17%,1.32%
2012年报,2013-03-29,2013-05-29,2013-07-10,10派0.2元(含税),2013-07-15,2013-07-16,1.29亿,实施方案,11.11%,0.24%
2013中报,2013-08-30,,2013-09-25,10派0.6元(含税),2013-09-30,2013-10-08,3.86亿,实施方案,31.58%,0.74%
2013年报,2014-03-27,2014-07-01,2014-07-18,10派1.0元(含税),2014-07-23,2014-07-24,6.44亿,实施方案,24.39%,1.28%
2014中报,2014-08-27,,2014-09-27,10派0.8元(含税),2014-10-09,2014-10-10,5.15亿,实施方案,29.63%,0.95%
2014年报,2015-03-26,2015-06-26,2015-07-15,10派0.8元(含税),2015-07-20,2015-07-21,5.15亿,实施方案,16%,0.46%
2015中报,2015-08-29,,2015-09-30,10派0.8元(含税),2015-10-13,2015-10-14,5.15亿,实施方案,29.63%,0.41%
2015年报,2016-03-26,2016-05-28,2016-06-14,10派1.2元(含税),2016-06-20,2016-06-21,7.72亿,实施方案,18.18%,0.53%
2016中报,2016-08-27,,2016-10-13,10派0.8元(含税),2016-10-19,2016-10-20,5.16亿,实施方案,12.9%,0.36%
2016年报,2017-03-31,2017-05-20,2017-06-06,10派2.2元(含税),2017-06-12,2017-06-13,14.30亿,实施方案,22.45%,0.81%
2017中报,2017-08-24,,2017-09-07,10派1.0元(含税),2017-09-13,2017-09-14,6.50亿,实施方案,10.42%,0.37%
2017年报,2018-03-30,2018-05-19,2018-06-05,10转4股派4.3元(含税),2018-06-11,2018-06-12,31.37亿,实施方案,26.06%,2.25%
2018中报,2018-08-25,,2018-09-07,10派1元(含税),2018-09-14,2018-09-17,10.21亿,实施方案,14.71%,0.96%
2018年报,2019-03-30,2019-06-01,2019-06-18,10派2.8元(含税),2019-06-24,2019-06-25,28.66亿,实施方案,26.17%,2.5%
2019中报,2019-08-31,,2019-09-18,10派0.5元(含税),2019-09-23,2019-09-24,5.12亿,实施方案,10.42%,0.41%
2019年报,2020-04-01,2020-05-30,2020-06-15,10派1.5元(含税),2020-06-19,2020-06-22,15.36亿,实施方案,23.08%,1.62%
2020中报,2020-08-29,,2020-09-12,10派0.3元(含税),2020-09-18,2020-09-21,3.07亿,实施方案,13.04%,0.28%
2020年报,2021-03-26,2021-05-15,2021-06-01,10派1.5元(含税),2021-06-07,2021-06-08,15.53亿,实施方案,25.86%,1.31%
2021中报,2021-08-31,,2021-09-14,10派0.5元(含税),2021-09-17,2021-09-22,5.18亿,实施方案,11.9%,0.29%
2021年报,2022-03-31,2022-05-28,2022-06-17,10派1.7元(含税),2022-06-22,2022-06-23,17.79亿,实施方案,23.61%,1.03%
2022中报,2022-08-31,,2022-09-16,10派0.6元(含税),2022-09-21,2022-09-22,6.28亿,实施方案,10.91%,0.45%
2022年报,2023-03-30,2023-05-25,2023-06-09,10派1.8元(含税),2023-06-15,2023-06-16,18.87亿,实施方案,23.08%,1.7%
2023中报,2023-08-26,,2023-09-12,10派0.5元(含税),2023-09-15,2023-09-18,5.24亿,实施方案,17.86%,0.5%
2023年报,2024-03-29,2024-05-21,2024-06-05,10派1元(含税),2024-06-12,2024-06-13,10.49亿,实施方案,23.81%,1.18%
2024中报,2024-08-31,,2024-10-11,10派0.3元(含税),2024-10-17,2024-10-18,3.11亿,实施方案,21.43%,0.38%
2024年报,2025-03-29,2025-05-24,,10派0.2元(含税),,,1.47亿,股东大会预案,25%,--
