报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,AH分红总额,方案进度,股利支付率,税前分红率
2007年报,2008-03-20,2008-05-16,2008-05-23,10派1.5686元(含税),2008-05-28,2008-05-29,287.09亿,实施方案,20.91%,0.89%
2008中报,2008-08-28,,2008-09-13,10派1.31827元(含税),2008-09-18,2008-09-19,241.28亿,实施方案,50.7%,1.3%
2008年报,2009-03-26,2009-05-13,2009-05-22,10派1.4953元(含税),2009-05-27,2009-06-01,273.67亿,实施方案,24.12%,1.09%
2009中报,2009-08-29,,2009-09-11,10派1.2417元(含税),2009-09-16,2009-09-17,227.26亿,实施方案,45.99%,0.91%
2009年报,2010-03-26,2010-05-21,2010-05-28,10派1.3003元(含税),2010-06-02,2010-06-03,237.98亿,实施方案,23.22%,1.21%
2010中报,2010-08-27,,2010-09-11,10派1.6063元(含税),2010-09-15,2010-09-16,293.99亿,实施方案,44.62%,1.57%
2010年报,2011-03-18,2011-05-19,2011-05-26,10派1.8357元(含税),2011-05-31,2011-06-01,335.97亿,实施方案,24.15%,1.67%
2011中报,2011-08-26,2011-05-19,2011-09-08,10派1.6229元(含税),2011-09-14,2011-09-15,297.02亿,实施方案,44.96%,1.66%
2011年报,2012-03-30,2012-05-24,2012-06-01,10派1.6462元(含税),2012-06-06,2012-06-07,301.29亿,实施方案,22.55%,1.76%
2012中报,2012-08-24,,2012-09-12,10派1.525元(含税),2012-09-17,2012-09-18,279.11亿,实施方案,44.85%,1.72%
2012年报,2013-03-22,2013-05-24,2013-05-31,10派1.3106元(含税),2013-06-05,2013-06-06,239.87亿,实施方案,20.8%,1.54%
2013中报,2013-08-23,,2013-09-06,10派1.611元(含税),2013-09-11,2013-09-12,294.85亿,实施方案,44.75%,1.96%
2013年报,2014-03-21,2014-05-23,2014-05-29,10派1.5755元(含税),2014-06-04,2014-06-05,288.35亿,实施方案,22.19%,2.06%
2014中报,2014-08-29,,2014-09-12,10派1.675元(含税),2014-09-18,2014-09-19,306.56亿,实施方案,45.27%,2.09%
2014年报,2015-03-27,2015-06-24,2015-07-02,10派0.9601元(含税),2015-07-08,2015-07-09,175.72亿,实施方案,16.27%,0.78%
2015中报,2015-08-28,,2015-09-11,10派0.6247元(含税),2015-09-17,2015-09-18,114.33亿,实施方案,44.62%,0.73%
2015年报,2016-03-24,2016-05-26,2016-06-02,10派0.2486元(含税),2016-06-07,2016-06-08,45.50亿,实施方案,13.08%,0.34%
2016中报,2016-08-25,,2016-09-13,10派0.2131元(含税),2016-09-20,2016-09-21,39.00亿,实施方案,710.33%,0.29%
2016年报,2017-03-31,2017-06-09,2017-06-16,10派0.3801元(含税),2017-06-21,2017-06-22,69.57亿,实施方案,95.03%,0.49%
2017中报,2017-08-25,,2017-09-08,10派0.6926元(含税),2017-09-14,2017-09-15,126.76亿,实施方案,100.38%,0.86%
2017年报,2018-03-23,2018-06-06,2018-06-13,10派0.6074元(含税),2018-06-20,2018-06-21,111.17亿,实施方案,50.62%,0.82%
2018中报,2018-08-31,,2018-09-14,10派0.888元(含税),2018-09-20,2018-09-21,162.52亿,实施方案,60%,0.99%
2018年报,2019-03-22,2019-06-14,2019-06-21,10派0.9元(含税),2019-06-27,2019-06-28,164.72亿,实施方案,31.03%,1.29%
2019中报,2019-08-30,,2019-09-17,10派0.7765元(含税),2019-09-23,2019-09-24,142.12亿,实施方案,50.1%,1.22%
2019年报,2020-03-27,2020-06-12,2020-06-20,10派0.6601元(含税),2020-06-29,2020-06-30,120.81亿,实施方案,26.4%,1.56%
2020中报,2020-08-28,,2020-09-14,10派0.8742元(含税),2020-09-21,2020-09-22,160.00亿,实施方案,-53.3%,2.06%
2020年报,2021-03-26,2021-06-11,2021-06-21,10派0.8742元(含税),2021-06-28,2021-06-29,160.00亿,实施方案,87.42%,1.63%
2021中报,2021-08-27,,2021-09-09,10派1.3040元(含税),2021-09-16,2021-09-17,238.66亿,实施方案,44.97%,2.19%
2021年报,2022-04-01,2022-06-10,2022-06-18,10派0.9622元(含税),2022-06-27,2022-06-28,176.10亿,实施方案,19.24%,1.79%
2022中报,2022-08-26,,2022-09-09,10派2.0258元(含税),2022-09-19,2022-09-20,370.76亿,实施方案,45.02%,3.79%
2022年报,2023-03-30,2023-06-09,2023-06-20,10派2.2元(含税),2023-06-27,2023-06-28,402.65亿,实施方案,26.83%,2.85%
2023中报,2023-08-31,,2023-09-12,10派2.1元(含税),2023-09-19,2023-09-20,384.34亿,实施方案,44.68%,2.52%
2023年报,2024-03-26,2024-06-06,2024-06-18,10派2.3元(含税),2024-06-25,2024-06-26,420.95亿,实施方案,26.14%,--
