报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2015年报,2016-03-28,2016-04-18,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-12-12,2016-12-27,2016-12-28,10派2.8元(含税),2017-01-05,2017-01-06,1470.00万,实施方案,84.69%,--
2016年报,2017-03-31,2017-04-24,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-09,2017-08-28,2017-08-29,10派7元(含税),2017-09-06,2017-09-07,4200.00万,实施方案,64.81%,--
2017年报,2018-04-24,2018-05-15,,不分配不转增,,,--,股东大会预案,--,--
2020年报,2021-04-23,2021-05-15,2021-05-25,10派12元(含税),2021-05-28,2021-05-31,1.06亿,实施方案,32.97%,0.49%
2021中报,2021-08-26,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-05-21,2022-06-01,2022-06-14,10转4股派12元(含税),2022-06-20,2022-06-21,1.06亿,实施方案,37.78%,0.34%
2022中报,2022-08-30,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-27,2023-05-18,2023-05-30,10转4股派16元(含税),2023-06-05,2023-06-06,1.97亿,实施方案,30.36%,0.7%
2023中报,2023-08-30,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-26,2024-05-17,2024-06-05,10转4股派7.5元(含税),2024-06-11,2024-06-12,1.30亿,实施方案,15.18%,--
