报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2016年报,2017-04-20,2017-05-11,2017-06-20,10派2元(含税),2017-06-23,2017-06-26,4032.00万,实施方案,29.41%,1.05%
2017中报,2017-08-10,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-31,2018-04-25,2018-06-13,10派2.1元(含税),2018-06-20,2018-06-21,4233.60万,实施方案,31.34%,1.29%
2018中报,2018-08-21,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-20,2019-05-11,2019-05-28,10派2.2元(含税),2019-05-31,2019-06-03,4435.20万,实施方案,30.56%,1.64%
2019中报,2019-08-23,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-25,2020-05-16,2020-06-02,10派2元(含税),2020-06-05,2020-06-08,4032.00万,实施方案,30.3%,1.83%
2020中报,2020-08-26,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-27,2021-05-21,2021-06-05,10派1.5元(含税),2021-06-10,2021-06-11,3024.00万,实施方案,25.42%,1.38%
2021中报,2021-08-25,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-28,2022-05-21,2022-07-05,10派10元(含税),2022-07-08,2022-07-11,2.02亿,实施方案,156.25%,7.54%
2022中报,2022-08-26,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-26,2023-05-19,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-29,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-26,2024-05-21,2024-06-15,10转3股派1.15元(含税),2024-06-20,2024-06-21,2318.40万,实施方案,30.26%,--
