报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2015年报,2016-04-27,2016-05-19,2016-05-25,10转10股派6.00元(含税),2016-05-31,2016-06-01,4380.85万,实施方案,250%,--
2016中报,2016-08-26,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-26,2017-05-17,2017-06-02,10派1.5元(含税),2017-06-08,2017-06-09,2190.42万,实施方案,45.45%,--
2017中报,2017-08-28,2017-09-14,2017-09-25,10派2.5元(含税),2017-10-13,2017-10-16,3650.71万,实施方案,178.57%,--
2017年报,2018-03-30,2018-04-23,,不分配不转增,,,--,股东大会预案,--,--
2018中报,2018-08-31,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-06-26,2019-07-18,,10派4.5元(含税),,,6571.27万,取消分红,104.65%,--
2019中报,2019-08-26,2019-09-11,2019-09-17,10派4.5元(含税),2019-09-23,2019-09-24,6571.27万,实施方案,204.55%,--
2019年报,2020-05-22,2020-06-16,2020-06-17,10派4.5元(含税),2020-06-29,2020-06-30,6571.27万,实施方案,128.57%,--
2020中报,2020-07-24,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-22,2021-05-13,2021-06-02,10派16元(含税),2021-06-07,2021-06-08,3.12亿,实施方案,25.08%,2.33%
2021中报,2021-08-27,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-22,2022-05-13,2022-05-20,10派13.65元(含税),2022-05-26,2022-05-27,2.66亿,实施方案,34.3%,3.19%
2022中报,2022-08-26,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-21,2023-05-12,2023-06-07,10派12元(含税),2023-06-13,2023-06-14,2.31亿,实施方案,30.53%,4.57%
2023中报,2023-08-29,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-22,2024-05-14,,不分配不转增,,,--,股东大会预案,--,--
