报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2019中报,2019-08-30,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-28,2020-05-19,2020-06-24,10转4股派5元(含税),2020-07-02,2020-07-03,5970.02万,实施方案,27.17%,1.08%
2020中报,2020-08-26,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-28,2021-05-19,2021-06-25,10转4股派4元(含税),2021-07-02,2021-07-05,6686.43万,实施方案,25.32%,1.42%
2021中报,2021-08-26,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-28,2022-05-19,2022-07-07,10转2股派3.23元(含税),2022-07-12,2022-07-13,7617.37万,实施方案,25.04%,1.73%
2022中报,2022-08-26,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-28,2023-05-19,2023-07-12,10派2.77元(含税),2023-07-17,2023-07-18,7845.63万,实施方案,30.11%,0.88%
2023中报,2023-08-29,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-30,2024-05-23,2024-07-03,10派3.32元(含税),2024-07-09,2024-07-10,9379.17万,实施方案,30.18%,--
