报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2007年报,2008-03-26,2008-04-17,2008-04-18,10转10股,2008-04-25,2008-04-28,--,实施方案,--,--
2008中报,2008-08-20,2008-09-06,2008-09-06,10派3元(含税),2008-09-11,2008-09-12,1.28亿,实施方案,114.42%,2.19%
2008年报,2009-03-26,2009-04-17,2009-04-23,10转增3股派3元(含税),2009-04-29,2009-04-30,1.28亿,实施方案,38.98%,1.24%
2009中报,2009-08-26,2009-09-11,2009-09-23,10派2.5元(含税),2009-09-29,2009-09-30,1.39亿,实施方案,102.71%,1.48%
2009年报,2010-04-02,2010-05-05,2010-05-20,10派2.5元(含税),2010-05-26,2010-05-27,1.39亿,实施方案,40.98%,1.59%
2010中报,2010-08-20,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-19,2011-04-13,2011-05-06,10派2.5元(含税),2011-05-11,2011-05-12,1.39亿,实施方案,65.79%,1.94%
2011中报,2011-08-20,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-15,2012-04-07,2012-04-12,10派2.5元(含税),2012-04-18,2012-04-19,1.39亿,实施方案,86.6%,2.99%
2012中报,2012-08-18,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-30,2013-05-17,2013-06-26,10派1.5元(含税),2013-07-03,2013-07-04,8338.20万,实施方案,214.29%,2.11%
2013中报,2013-08-15,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-28,2014-04-26,2014-05-28,10派1.00元(含税),2014-06-04,2014-06-05,5558.80万,实施方案,111.11%,0.9%
2014中报,2014-08-22,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-04-10,2015-05-07,2015-05-19,10派1元(含税),2015-05-25,2015-05-26,5558.80万,实施方案,40%,0.51%
2015中报,2015-08-28,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-03-31,2016-04-22,2016-04-26,10派0.1元(含税),2016-05-03,2016-05-04,555.88万,实施方案,7.69%,0.08%
2016中报,2016-08-27,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-26,2017-05-20,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-12,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-26,2018-05-23,,不分配不转增,,,--,股东大会预案,--,--
2018中报,2018-08-25,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-03,2019-04-25,2019-06-12,10派0.5元(含税),2019-06-18,2019-06-19,2791.73万,实施方案,15.15%,0.32%
2019中报,2019-08-10,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-29,2020-05-21,2020-05-25,10转2股派0.5元(含税),2020-05-29,2020-06-01,2791.73万,实施方案,10.64%,0.21%
2020中报,2020-08-07,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-27,2021-05-19,2021-05-24,10派1.5元(含税),2021-05-28,2021-05-31,1.01亿,实施方案,52.45%,1.23%
2021中报,2021-08-16,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-30,2022-04-21,2022-04-26,10派0.5元(含税),2022-05-05,2022-05-06,3405.40万,实施方案,14.81%,0.59%
2022中报,2022-08-10,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-03-31,2023-04-27,2023-05-09,10派3元(含税),2023-05-15,2023-05-16,2.05亿,实施方案,73.75%,3.17%
2023中报,2023-08-05,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-03-30,2024-04-24,2024-04-29,10派1.2元(含税),2024-05-08,2024-05-09,8199.43万,实施方案,97.32%,1.31%
2024中报,2024-08-29,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-03-29,2025-04-29,2025-05-08,10派0.7元(含税),2025-05-15,2025-05-16,4783.00万,实施方案,89.86%,--
