报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2015年报,2016-03-29,2016-04-25,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-08-30,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-24,2017-05-17,2017-05-24,10派3.8元(含税),2017-06-01,2017-06-02,2000.00万,实施方案,35.51%,--
2017中报,2017-08-30,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-20,2018-04-25,2018-06-13,10派5.7元(含税),2018-06-21,2018-06-22,3000.00万,实施方案,38.51%,--
2020年报,2021-04-12,2021-05-10,2021-06-04,10派11.4元(含税),2021-06-11,2021-06-15,8000.00万,实施方案,38%,1.3%
2021中报,2021-08-16,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-29,2022-05-10,2022-06-13,10转4股派17元(含税),2022-06-16,2022-06-17,1.19亿,实施方案,49.71%,1.65%
2022中报,2022-08-16,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-17,2023-05-09,2023-05-24,10转4股派12元(含税),2023-05-29,2023-05-30,1.17亿,实施方案,47.62%,2.68%
2023中报,2023-08-25,,,不分配不转增,,,--,董事会预案,--,--
2024三季报,2024-04-29,2024-05-21,,当期内现金分红金额累计不超过当期归属于上市公司股东净利润的100%,,,--,股东大会预案,--,--
2023年报,2024-04-29,2024-05-21,2024-06-07,10转3股派4.5元(含税),2024-06-13,2024-06-14,5989.44万,实施方案,45.92%,1.3%
2024中报,2024-08-16,,2024-08-30,10派1.2元(含税),2024-09-04,2024-09-05,2076.34万,实施方案,21.82%,0.59%
2024年报,2025-04-19,2025-05-13,2025-05-21,10派5.9元(含税),2025-05-26,2025-05-27,1.02亿,实施方案,40.69%,--
