报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2015年报,2016-04-18,2016-05-16,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-08-24,2016-09-12,2016-09-27,10派3元(含税),2016-10-11,2016-10-12,1770.00万,实施方案,166.67%,--
2016年报,2017-04-26,2017-05-23,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-29,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-27,2021-05-19,2021-06-16,10派1.5元(含税),2021-06-22,2021-06-23,6042.68万,实施方案,30.61%,0.52%
2021中报,2021-08-27,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-22,2022-05-17,2022-05-26,10派1.5元(含税),2022-06-01,2022-06-02,6042.68万,实施方案,42.86%,0.71%
2022中报,2022-08-30,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-19,2023-05-11,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-30,,,不分配不转增,,,--,董事会预案,--,--
2023三季报,2023-10-27,2023-11-17,2023-12-15,10派1.5元(含税),2023-12-21,2023-12-22,6023.70万,实施方案,65.22%,0.74%
2023年报,2024-04-25,2024-05-17,2024-06-20,10派2元(含税),2024-06-26,2024-06-27,8031.60万,实施方案,44.44%,1.11%
2024中报,2024-08-30,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-25,2025-05-16,,10派2元(含税),,,8063.85万,股东大会预案,36.36%,--
