报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2017中报,2017-08-29,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-24,2018-05-17,2018-05-29,10转4.962948股派0.496294元(含税),2018-06-04,2018-06-05,669.74万,实施方案,14.6%,0.16%
2018中报,2018-08-30,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-25,2019-05-16,2019-05-21,10转5股派0.35元(含税),2019-05-24,2019-05-27,705.12万,实施方案,16.67%,0.09%
2019中报,2019-08-30,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-25,2020-05-19,2020-07-09,10派0.25元(含税),2020-07-15,2020-07-16,751.06万,实施方案,15.62%,0.07%
2020中报,2020-08-28,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-29,2021-05-18,2021-07-08,10转5股派0.30元(含税),2021-07-14,2021-07-15,932.98万,实施方案,15%,0.07%
2021中报,2021-08-09,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-27,2022-05-18,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-30,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-26,2023-05-18,2023-07-04,10派0.1元(含税),2023-07-10,2023-07-11,462.18万,实施方案,20%,0.07%
2023中报,2023-08-30,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-25,2024-05-16,,不分配不转增,,,--,股东大会预案,--,--
