报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2020年报,2021-04-30,2021-05-29,2021-06-16,10派3元(含税),2021-06-21,2021-06-22,2920.00万,实施方案,9.29%,0.51%
2021中报,2021-08-25,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-20,2022-05-11,2022-06-01,10转4股派6元(含税),2022-06-08,2022-06-09,5840.00万,实施方案,27.15%,1.64%
2022中报,2022-08-23,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-22,2023-05-13,2023-06-09,10派3.5元(含税),2023-06-14,2023-06-15,4769.34万,实施方案,37.63%,1.33%
2023中报,2023-08-25,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-25,2024-05-16,2024-05-23,10派4元(含税),2024-05-28,2024-05-29,5763.48万,实施方案,54.79%,1.81%
2024中报,2024-08-27,,2024-09-07,10派3.50元(含税),2024-09-12,2024-09-13,5043.05万,实施方案,76.09%,1.96%
2025中报,2025-04-24,2025-05-15,,派发现金红利总金额不低于相应期间归属于上市公司股东的净利润的30%，不超过相应期间归属于上市公司股东的净利润。,,,--,股东大会预案,--,--
2024年报,2025-04-24,2025-05-15,2025-05-22,10派3元(含税),2025-05-27,2025-05-28,4322.61万,实施方案,45.45%,--
