报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2019年报,2020-04-07,2020-04-28,2020-05-06,10派4元(含税),2020-05-12,2020-05-13,4266.80万,实施方案,22.1%,0.93%
2020中报,2020-08-28,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-09,2021-04-01,2021-04-07,10转5股派5元(含税),2021-04-13,2021-04-14,5333.50万,实施方案,29.59%,1.06%
2021中报,2021-08-27,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-08,2022-04-28,2022-05-10,10派1.5元(含税),2022-05-16,2022-05-17,2400.08万,实施方案,18.75%,0.98%
2022中报,2022-08-25,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-21,2023-05-12,2023-05-19,10送5股派1.5元(含税),2023-05-25,2023-05-26,2400.08万,实施方案,52.89%,0.74%
2023中报,2023-08-26,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-20,2024-05-13,2024-05-31,10转3股派1元(含税),2024-06-06,2024-06-07,2384.29万,实施方案,50.4%,0.63%
2024中报,2024-08-23,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-25,2025-05-16,,10派1元(含税),,,3099.58万,股东大会预案,56.18%,--
