报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2014年报,2015-03-10,2015-03-31,,不分配不转增,,,--,股东大会预案,--,--
2015中报,2015-07-31,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-19,2016-05-10,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-08-31,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-31,2017-04-21,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-07-20,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-10,2018-05-02,,不分配不转增,,,--,股东大会预案,--,--
2018中报,2018-08-29,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-19,2019-05-10,,不分配不转增,,,--,股东大会预案,--,--
2019中报,2019-08-20,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-24,2020-05-15,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-08-11,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-20,2021-05-11,2021-05-25,10派7.5元(含税),2021-06-02,2021-06-03,4203.75万,实施方案,127.12%,--
2021中报,2021-08-20,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-21,2022-04-11,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-11,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-20,2023-05-11,2023-05-26,10派2.5元(含税),2023-06-05,2023-06-06,1868.33万,实施方案,33.33%,--
2023中报,2023-08-18,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-22,2024-05-16,2024-05-27,10派2.8元(含税),2024-06-06,2024-06-07,2092.53万,实施方案,49.12%,--
