报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2016年报,2017-04-22,2017-05-13,2017-06-01,10派4元(含税),2017-06-07,2017-06-08,2667.60万,实施方案,42.11%,0.8%
2017中报,2017-08-29,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-21,2018-05-12,2018-05-25,10派5元(含税),2018-05-31,2018-06-01,3334.50万,实施方案,62.5%,1.45%
2018中报,2018-08-30,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-30,2019-05-22,2019-05-29,10派7.5元(含税),2019-06-04,2019-06-05,5001.75万,实施方案,120.97%,3.05%
2019中报,2019-08-28,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-28,2020-05-19,2020-05-26,10派7.5元(含税),2020-06-01,2020-06-02,5001.75万,实施方案,122.95%,2.98%
2020中报,2020-08-25,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-27,2021-05-21,2021-05-28,10派7.5元(含税),2021-06-02,2021-06-03,5001.75万,实施方案,108.7%,3.22%
2021中报,2021-08-31,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-12,2022-05-06,2022-05-13,10派9元(含税),2022-05-18,2022-05-19,6002.10万,实施方案,76.27%,0.92%
2022中报,2022-08-10,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-27,2023-05-18,2023-07-04,10派12元(含税),2023-07-11,2023-07-12,7973.54万,实施方案,56.87%,2.55%
2023中报,2023-08-30,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-30,2024-05-21,2024-06-01,10转4股派12元(含税),2024-06-06,2024-06-07,8002.80万,实施方案,74.53%,--
