报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2016年报,2017-03-22,2017-04-21,2017-05-23,10派1元(含税),2017-05-26,2017-05-31,1341.50万,实施方案,29.41%,0.34%
2017中报,2017-08-16,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-29,2018-04-19,2018-05-15,10派1.5元(含税),2018-05-18,2018-05-21,2035.64万,实施方案,37.5%,0.72%
2018中报,2018-08-17,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-22,2019-04-12,2019-05-21,10转4股派1.5元(含税),2019-05-24,2019-05-27,2035.63万,实施方案,27.27%,0.85%
2019中报,2019-08-16,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-20,2020-04-10,2020-05-12,10派1元(含税),2020-05-15,2020-05-18,1899.82万,实施方案,22.73%,0.71%
2020中报,2020-08-25,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-24,2021-04-27,2021-05-19,10派1元(含税),2021-05-24,2021-05-25,1925.23万,实施方案,29.41%,0.71%
2021中报,2021-08-14,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-21,2022-05-21,2022-07-05,10转4股派1元(含税),2022-07-11,2022-07-12,2159.07万,实施方案,19.61%,0.44%
2022中报,2022-08-05,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-20,2023-05-19,2023-07-07,10转4股派1元(含税),2023-07-13,2023-07-14,3025.66万,实施方案,20%,0.63%
2023中报,2023-08-18,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-20,2024-05-23,2024-07-12,10派0.75元(含税),2024-07-17,2024-07-18,3175.97万,实施方案,39.47%,--
