报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,AH分红总额,方案进度,股利支付率,税前分红率
2019年报,2020-03-27,2020-06-30,2020-07-11,10派7元(含税),2020-07-16,2020-07-17,1.24亿,实施方案,30.84%,0.59%
2020中报,2020-08-28,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-27,2021-06-12,2021-07-22,10派5.00元(含税),2021-07-28,2021-07-29,8791.10万,实施方案,38.46%,0.23%
2021中报,2021-08-27,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-29,2022-06-30,2022-08-02,10派7元(含税),2022-08-08,2022-08-09,1.22亿,实施方案,35%,0.82%
2022中报,2022-08-27,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-03-25,2023-06-13,2023-07-05,10派4元(含税),2023-07-11,2023-07-12,6851.52万,实施方案,38.46%,0.45%
2023中报,2023-08-18,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-03-09,2024-05-30,2024-06-14,10转4股派10元(含税),2024-06-19,2024-06-20,1.69亿,实施方案,40.98%,1.11%
2024中报,2024-08-17,2024-09-14,2024-09-27,10派4元(含税),2024-10-09,2024-10-10,9399.84万,实施方案,39.6%,0.53%
2024年报,2025-03-22,,,10派6元(含税),,,1.15亿,董事会预案,33.33%,--
