报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2017年报,2018-03-31,2018-04-21,2018-05-02,10送4股派26元(含税),2018-05-07,2018-05-08,13.99亿,实施方案,55.72%,2.71%
2018中报,2018-08-16,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-26,2019-04-19,2019-04-29,10转4股派30元(含税),2019-05-08,2019-05-09,22.60亿,实施方案,78.9%,5.5%
2019中报,2019-08-26,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-18,2020-05-09,2020-05-16,10转2股派20元(含税),2020-05-21,2020-05-22,21.09亿,实施方案,78.25%,6.92%
2020中报,2020-08-22,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-26,2021-05-18,2021-05-26,10派12元(含税),2021-05-31,2021-06-01,15.19亿,实施方案,96.25%,3.76%
2021中报,2021-08-23,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-23,2022-05-14,2022-05-24,10派20元(含税),2022-05-27,2022-05-30,25.31亿,实施方案,119.9%,8.35%
2022中报,2022-08-20,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-22,2023-05-13,2023-05-23,10派18元(含税),2023-05-26,2023-05-29,22.78亿,实施方案,154.51%,6.68%
2023中报,2023-08-26,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-24,2024-05-16,2024-05-30,10派16元(含税),2024-06-04,2024-06-05,20.23亿,实施方案,137.98%,6.29%
2024中报,2024-08-26,,,不分配不转增,,,--,董事会预案,--,--
2025中报,2025-04-26,2025-05-17,,分红金额不超过当期归属于上市公司股东的净利润。,,,--,股东大会预案,--,--
2024年报,2025-04-26,2025-05-17,,10派13.6元(含税),,,17.14亿,股东大会预案,99.74%,--
