报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2017中报,2017-08-29,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-20,2018-04-11,2018-04-17,10转6股派10元(含税),2018-04-20,2018-04-23,6934.00万,实施方案,52.36%,2.09%
2018中报,2018-08-02,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-12,2019-04-04,2019-04-09,10派4.503058元(含税),2019-04-15,2019-04-16,4992.48万,实施方案,49.48%,1.94%
2019中报,2019-07-25,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-08,2020-04-30,2020-05-08,10派7.00元(含税),2020-05-14,2020-05-15,7765.03万,实施方案,50.36%,2.94%
2020中报,2020-07-25,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-16,2021-04-07,2021-04-20,10转5股派10.00元(含税),2021-04-23,2021-04-26,1.11亿,实施方案,34.13%,2.42%
2021中报,2021-07-24,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-20,2022-05-17,2022-05-24,10派3元(含税),2022-05-30,2022-05-31,4989.38万,实施方案,33.33%,1.92%
2022中报,2022-08-27,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-08,2023-05-05,2023-06-21,10派1.5元(含税),2023-06-29,2023-06-30,2480.23万,实施方案,30.61%,0.95%
2023中报,2023-08-19,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-20,2024-05-15,2024-05-23,10派2.1元(含税),2024-05-29,2024-05-30,3472.33万,实施方案,39.62%,0.97%
2024中报,2024-08-08,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-19,2025-05-15,,10派2.1元(含税),,,3472.33万,股东大会预案,40.38%,--
