报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,AH分红总额,方案进度,股利支付率,税前分红率
2007中报,2007-08-27,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-04-23,2008-06-07,2008-06-11,10派1.8元(含税),2008-06-16,2008-06-17,18.39亿,实施方案,8.78%,0.92%
2008中报,2008-08-27,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-04-23,2009-06-10,2009-06-23,10派2.9元(含税),2009-06-30,2009-07-01,29.63亿,实施方案,27.36%,2.14%
2009中报,2009-08-28,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-04-23,2010-06-19,,不分配不转增,,,--,股东大会预案,--,--
2010中报,2010-08-26,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-30,2011-05-18,2011-06-14,10派0.9元(含税),2011-06-20,2011-06-21,9.19亿,实施方案,13.64%,1.11%
2011年报,2012-03-30,2012-05-23,,不分配不转增,,,--,股东大会预案,--,--
2012中报,2012-08-30,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-28,2013-06-15,,不分配不转增,,,--,股东大会预案,--,--
2013中报,2013-08-30,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-28,2014-05-21,,不分配不转增,,,--,股东大会预案,--,--
2014中报,2014-08-29,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-27,2015-05-21,,不分配不转增,,,--,股东大会预案,--,--
2015中报,2015-08-28,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-03-31,2016-05-25,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-08-26,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-31,2017-05-26,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-31,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-30,2018-06-09,,不分配不转增,,,--,股东大会预案,--,--
2018中报,2018-08-31,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-30,2019-05-31,,不分配不转增,,,--,股东大会预案,--,--
2019中报,2019-08-31,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-31,2020-05-19,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-08-29,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-31,2021-05-29,2021-07-08,10转3股,2021-07-13,2021-07-14,--,实施方案,--,--
2021中报,2021-08-31,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-31,2022-05-28,2022-06-15,10派8.7元(含税),2022-06-20,2022-06-21,139.33亿,实施方案,15.56%,5.8%
2022中报,2022-08-31,2022-11-24,2022-12-07,10派20.1元(含税),2022-12-13,2022-12-14,323.50亿,实施方案,49.75%,15.5%
2022年报,2023-03-31,2023-05-26,2023-06-16,10派13.9元(含税),2023-06-27,2023-06-28,224.77亿,实施方案,20.35%,12.79%
2023中报,2023-08-30,2023-11-17,2023-12-12,10派5.1元(含税),2023-12-19,2023-12-20,81.96亿,实施方案,49.51%,4.82%
2023年报,2024-03-29,2024-05-30,2024-06-12,10派2.3元(含税),2024-06-19,2024-06-20,36.71亿,实施方案,15.54%,1.48%
2024中报,2024-08-30,,2024-09-26,10派5.2元(含税),2024-10-09,2024-10-10,83.00亿,实施方案,49.52%,3.47%
2024年报,2025-03-22,,,10派10.30元(含税),,,130.50亿,董事会预案,33.44%,--
