报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2017年报,2018-04-27,2018-05-18,2018-05-25,10派4元(含税),2018-05-30,2018-05-31,3200.00万,实施方案,30.77%,1.04%
2018中报,2018-08-20,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-08,2019-03-29,2019-04-05,10转4.5股派7.5元(含税),2019-04-11,2019-04-12,6000.00万,实施方案,58.14%,1.95%
2019中报,2019-08-16,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-30,2020-06-30,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-08-31,,,不分配不转增,,,--,董事会预案,--,--
2020三季报,2020-10-30,2020-11-17,2020-11-25,10派7.00元(含税),2020-11-30,2020-12-01,8158.43万,实施方案,291.67%,2.38%
2020年报,2021-04-29,2021-06-01,2021-06-09,10转4.5股派3.00元(含税),2021-06-15,2021-06-16,3854.36万,实施方案,63.83%,1.23%
2021中报,2021-08-16,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-29,2022-05-21,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-30,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-28,2023-05-20,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-31,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-26,2024-05-18,2024-05-25,10转4.5股派5.36元(含税),2024-05-30,2024-05-31,9985.37万,实施方案,67.85%,2.87%
2024中报,2024-08-30,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-21,2025-05-17,,10派2.350元(含税),,,6347.98万,股东大会预案,60.26%,--
