报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2016年报,2017-03-22,2017-04-22,2017-04-29,10派0.38元(含税),2017-05-05,2017-05-08,1983.60万,实施方案,28.74%,0.19%
2017中报,2017-08-25,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-22,2018-04-12,2018-04-20,10派0.60元(含税),2018-04-26,2018-04-27,3132.00万,实施方案,30%,0.52%
2018中报,2018-08-22,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-19,2019-04-10,2019-04-18,10派0.60元(含税),2019-04-24,2019-04-25,3132.00万,实施方案,31.58%,0.66%
2019中报,2019-08-20,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-17,2020-04-11,2020-04-18,10派0.45元(含税),2020-04-23,2020-04-24,2349.00万,实施方案,30%,0.56%
2020中报,2020-08-20,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-23,2021-04-13,2021-04-21,10派2.38元(含税),2021-04-26,2021-04-27,1.24亿,实施方案,91.54%,1.47%
2021中报,2021-08-12,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-23,2022-04-16,2022-04-23,10派3.56元(含税),2022-04-28,2022-04-29,1.86亿,实施方案,50.14%,2.28%
2022中报,2022-08-23,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-03-21,2023-04-14,2023-04-21,10派3.6元(含税),2023-04-26,2023-04-27,1.88亿,实施方案,36%,1.09%
2023中报,2023-08-30,2023-09-20,2023-09-28,10派1.8元(含税),2023-10-11,2023-10-12,9396.00万,实施方案,29.24%,0.61%
2023年报,2024-03-26,2024-04-16,2024-04-24,10派2.70元(含税),2024-04-29,2024-04-30,1.41亿,实施方案,23.08%,0.93%
2024中报,2024-08-30,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-03-25,2025-04-16,2025-04-24,10派3.6元(含税),2025-04-29,2025-04-30,1.88亿,实施方案,36%,--
