报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2015-12-04,2015-12-04,2015-12-23,,10转8.5股,,,--,股东大会预案,--,--
2015年报,2016-04-27,2016-05-20,2016-06-07,10转8.5股派3.6元(含税),2016-06-15,2016-06-16,2052.00万,实施方案,45.57%,--
2016中报,2016-08-24,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-25,2017-05-18,2017-07-05,10派1.946元(含税),2017-07-11,2017-07-12,2052.06万,实施方案,62.77%,--
2017中报,2017-08-28,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-26,2018-05-21,2018-06-19,10派3元(含税),2018-06-26,2018-06-27,3163.50万,实施方案,103.45%,--
2018中报,2018-08-30,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-26,2019-05-23,,不分配不转增,,,--,股东大会预案,--,--
2019中报,2019-08-26,2019-09-11,2019-09-17,10派3.6元(含税),2019-09-23,2019-09-24,4320.00万,实施方案,189.47%,--
2022三季报,2022-10-27,2022-11-11,2022-11-25,10派3.5元(含税),2022-11-30,2022-12-01,6300.00万,实施方案,37.23%,1.23%
2022年报,2023-04-24,2023-05-22,2023-05-30,10派3.5元(含税),2023-06-02,2023-06-05,6477.98万,实施方案,32.41%,1.48%
2023中报,2023-08-29,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-27,2024-05-28,2024-07-10,10派3.5元(含税),2024-07-15,2024-07-16,6277.70万,实施方案,63.64%,2.77%
2024中报,2024-08-28,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-21,2025-05-23,,10派3.5元(含税),,,6261.72万,股东大会预案,388.89%,--
