报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2011年报,2012-03-29,2012-04-19,2012-06-05,10派0.51元(含税),2012-06-08,2012-06-11,680.03万,实施方案,6.54%,0.27%
2012中报,2012-08-17,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-28,2013-04-18,2013-05-24,10派2.00元(含税),2013-05-29,2013-05-30,2666.80万,实施方案,22.73%,0.81%
2013中报,2013-08-10,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-29,2014-04-22,2014-05-23,10派2.20元(含税),2014-05-29,2014-05-30,2933.48万,实施方案,20.36%,0.53%
2014中报,2014-08-05,2014-08-22,2014-08-23,10转5股,2014-08-29,2014-09-01,--,实施方案,--,--
2014年报,2015-03-24,2015-04-15,2015-04-17,10转10股派2.00元(含税),2015-04-22,2015-04-23,4000.20万,实施方案,21.51%,0.38%
2015中报,2015-08-06,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-19,2016-05-12,2016-05-25,10派0.51元(含税),2016-05-30,2016-05-31,2040.10万,实施方案,10%,0.18%
2016中报,2016-08-06,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-08,2017-05-04,2017-06-07,10派0.60元(含税),2017-06-13,2017-06-14,2400.12万,实施方案,10.34%,0.24%
2017中报,2017-08-18,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-10,2018-05-05,2018-06-06,10派0.65元(含税),2018-06-13,2018-06-14,2600.13万,实施方案,10.16%,0.26%
2018中报,2018-08-20,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-13,2019-05-11,2019-05-22,10派0.70元(含税),2019-05-27,2019-05-28,2800.14万,实施方案,10.77%,0.5%
2019中报,2019-08-16,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-28,2020-05-27,2020-07-03,10派0.8元(含税),2020-07-10,2020-07-13,3200.16万,实施方案,10.39%,0.5%
2020中报,2020-08-18,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-16,2021-05-11,2021-06-17,10派1元(含税),2021-06-24,2021-06-25,4038.60万,实施方案,12.66%,0.59%
2021中报,2021-08-10,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-18,2022-04-09,2022-04-12,10派0.6元(含税),2022-04-19,2022-04-20,2423.28万,实施方案,11.76%,0.49%
2022中报,2022-08-20,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-18,2023-05-26,2023-06-06,10派0.6元(含税),2023-06-09,2023-06-12,2429.44万,实施方案,11.54%,0.46%
2023中报,2023-08-18,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-19,2024-05-14,2024-06-01,10派0.7元(含税),2024-06-07,2024-06-11,2849.99万,实施方案,11.67%,0.56%
2024中报,2024-08-16,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-18,2025-05-17,,不分配不转增,,,--,股东大会预案,--,--
