报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2009年报,2010-03-05,2010-03-26,2010-04-06,10转10股派3元(含税),2010-04-12,2010-04-13,1770.00万,实施方案,35.71%,0.42%
2010中报,2010-08-19,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-04-06,2011-04-29,2011-06-03,10派1元(含税),2011-06-09,2011-06-10,1180.00万,实施方案,27.78%,0.59%
2011中报,2011-08-02,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-21,2012-04-20,2012-06-13,10派1元(含税),2012-06-19,2012-06-20,1180.00万,实施方案,18.18%,0.56%
2012中报,2012-08-18,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-29,2013-04-27,2013-06-14,10派0.5元(含税),2013-06-20,2013-06-21,590.00万,实施方案,12.5%,0.4%
2013中报,2013-08-23,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-29,2014-04-23,2014-06-12,10派0.50元(含税),2014-06-19,2014-06-20,590.00万,实施方案,14.71%,0.25%
2014中报,2014-08-22,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-28,2015-04-30,2015-06-16,10派0.5元(含税),2015-06-23,2015-06-24,732.56万,实施方案,10.64%,0.06%
2015中报,2015-08-26,2015-09-12,2015-10-13,10转10股,2015-10-19,2015-10-20,--,实施方案,--,--
2015年报,2016-03-30,2016-04-21,2016-06-08,10派0.2元(含税),2016-06-16,2016-06-17,586.05万,实施方案,7.41%,0.1%
2016中报,2016-08-27,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-25,2017-06-09,2017-07-24,10派0.35元(含税),2017-07-28,2017-07-31,1025.58万,实施方案,11.29%,0.22%
2017中报,2017-08-29,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-24,2018-05-11,2018-07-04,10派0.45元(含税),2018-07-10,2018-07-11,1318.60万,实施方案,11.84%,0.35%
2018中报,2018-08-28,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-29,2019-04-23,2019-06-14,10派0.15元(含税),2019-06-20,2019-06-21,439.53万,实施方案,7.14%,0.12%
2019中报,2019-08-08,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-31,2020-04-21,2020-06-04,10派0.22元(含税),2020-06-11,2020-06-12,644.65万,实施方案,-6.29%,0.16%
2020中报,2020-08-17,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-16,2021-04-07,2021-05-13,10派0.60元(含税),2021-05-20,2021-05-21,1758.14万,实施方案,8.57%,0.42%
2021中报,2021-08-27,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-31,2022-04-21,2022-04-29,10派0.8元(含税),2022-05-10,2022-05-11,2595.10万,实施方案,9.2%,0.53%
2022中报,2022-08-26,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-03-30,2023-04-27,2023-05-11,10派1.2元(含税),2023-05-17,2023-05-18,3915.27万,实施方案,14.12%,0.81%
2023中报,2023-08-31,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-10,2024-05-07,2024-05-22,10派1元(含税),2024-05-28,2024-05-29,3274.46万,实施方案,25%,--
