报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2010年报,2011-04-15,2011-05-07,2011-05-11,10派3元(含税),2011-05-17,2011-05-18,2652.00万,实施方案,53.57%,1.42%
2011中报,2011-08-09,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-04-17,2012-05-16,2012-05-23,10转10股派2元(含税),2012-05-28,2012-05-29,1768.00万,实施方案,44.44%,1.01%
2012中报,2012-08-21,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-04-19,2013-05-16,,不分配不转增,,,--,股东大会预案,--,--
2013中报,2013-08-27,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-03-31,2014-05-07,,不分配不转增,,,--,股东大会预案,--,--
2014中报,2014-08-21,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-03-27,2015-06-18,,不分配不转增,,,--,股东大会预案,--,--
2015中报,2015-08-26,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-16,2016-05-10,,不分配不转增,,,--,股东大会预案,--,--
2016中报,2016-07-19,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-21,2017-05-13,2017-05-19,10派1元(含税),2017-05-24,2017-05-25,7175.06万,实施方案,10%,0.33%
2017中报,2017-08-28,2017-09-19,2017-09-20,10转10股派1.00元(含税),2017-09-26,2017-09-27,7175.06万,实施方案,17.24%,0.27%
2017年报,2018-04-25,2018-06-02,2018-06-06,10转5股派1.2元(含税),2018-06-12,2018-06-13,1.72亿,实施方案,10.71%,0.89%
2018中报,2018-08-27,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-29,2019-05-29,,不分配不转增,,,--,股东大会预案,--,--
2019中报,2019-08-27,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-29,2020-05-22,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-08-28,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-29,2021-05-27,,不分配不转增,,,--,股东大会预案,--,--
2021中报,2021-08-21,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-29,2022-06-23,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-19,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-27,2023-05-26,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-29,2023-09-16,2023-09-22,10派1元(含税),2023-09-27,2023-09-28,2.13亿,实施方案,28.57%,0.79%
2023年报,2024-04-30,2024-05-23,2024-05-29,10派1元(含税),2024-06-04,2024-06-05,2.13亿,实施方案,14.29%,--
