报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2017中报,2017-07-26,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-03-26,2018-04-17,2018-04-24,10转4股派5.00元(含税),2018-04-27,2018-05-02,8113.50万,实施方案,30.3%,1.42%
2018中报,2018-08-30,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-02-26,2019-03-20,2019-04-05,10派5元(含税),2019-04-11,2019-04-12,1.12亿,实施方案,36.5%,2.48%
2019中报,2019-07-27,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-03-28,2020-04-18,2020-05-13,10转3股派4.00元(含税),2020-05-18,2020-05-19,9048.39万,实施方案,50%,1.66%
2020中报,2020-08-05,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-31,2021-04-24,2021-05-06,10派3.00元(含税),2021-05-11,2021-05-12,1.11亿,实施方案,40%,1.07%
2021中报,2021-08-26,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-03-02,2022-03-26,2022-04-19,10转3股派3元(含税),2022-04-25,2022-04-26,1.12亿,实施方案,40%,1.1%
2022中报,2022-08-27,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-01,2023-04-22,2023-05-05,10派3元(含税),2023-05-11,2023-05-12,1.46亿,实施方案,30.93%,0.76%
2023中报,2023-08-31,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-03-26,2024-05-30,2024-06-20,10派3元(含税),2024-06-26,2024-06-27,1.46亿,实施方案,18.18%,--
