报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
1996年报,1997-03-04,1997-04-09,1997-04-09,10送7股,1997-04-11,1997-04-14,--,实施方案,--,--
1997年报,1998-04-23,1998-06-30,1998-07-09,10派2.9元(含税),1998-07-14,1998-07-15,5916.00万,实施方案,72.03%,2.57%
1998中报,1998-08-26,,,不分配不转增,,,--,董事会预案,--,--
1998年报,1999-04-09,1999-05-29,1999-06-26,10派2.5元(含税),1999-06-30,1999-07-01,5100.00万,实施方案,75.76%,1.3%
1999中报,1999-07-31,,,不分配不转增,,,--,董事会预案,--,--
1999年报,2000-04-15,2000-06-29,2000-08-03,10派2.3元(含税),2000-08-08,2000-08-09,4692.00万,实施方案,64.35%,1.53%
2000中报,2000-07-28,,,不分配不转增,,,--,董事会预案,--,--
2000年报,2001-02-28,2001-06-12,2001-07-04,10派2.7元(含税),2001-07-10,2001-07-11,5508.00万,实施方案,77.72%,1.23%
2001中报,2001-07-24,,,不分配不转增,,,--,董事会预案,--,--
2001年报,2002-02-26,2002-06-26,2002-07-24,10派1.3元(含税),2002-07-30,2002-07-31,2652.00万,实施方案,44.83%,1.02%
2002中报,2002-08-27,,,不分配不转增,,,--,董事会预案,--,--
2002年报,2003-03-28,2003-07-30,2003-08-18,10股派1.5元(含税),2003-08-21,2003-08-22,3060.00万,实施方案,44.12%,2%
2003中报,2003-08-26,,,不分配不转增,,,--,董事会预案,--,--
2003年报,2004-01-31,2004-03-26,2004-04-06,10派1.5元(含税),2004-04-09,2004-04-12,3060.00万,实施方案,42.86%,1.8%
2004中报,2004-08-13,,,不分配不转增,,,--,董事会预案,--,--
2004年报,2005-03-23,2005-04-26,2005-05-14,10派1.6元(含税),2005-05-19,2005-05-20,3264.00万,实施方案,44.44%,3.08%
2005中报,2005-08-27,,,不分配不转增,,,--,董事会预案,--,--
2005年报,2006-04-01,2006-05-09,2006-06-13,10派1.6元(含税),2006-06-16,2006-06-19,3264.00万,实施方案,42.11%,1.92%
2006中报,2006-08-26,,,不分配不转增,,,--,董事会预案,--,--
2006年报,2007-04-20,2007-05-19,2007-07-04,10派1.8元(含税),2007-07-09,2007-07-10,3672.00万,实施方案,46.15%,0.66%
2007中报,2007-07-31,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-04-10,2008-07-01,2008-08-15,10派2元(含税),2008-08-21,2008-08-22,4080.00万,实施方案,40.82%,0.99%
2008中报,2008-07-25,,,不分配不转增,,,--,董事会预案,--,--
2008年报,2009-02-27,2009-05-13,2009-06-29,10派2元(含税),2009-07-03,2009-07-06,4080.00万,实施方案,25%,0.87%
2009中报,2009-07-25,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-02-27,2010-03-23,2010-05-10,10派2元(含税),2010-05-14,2010-05-17,4080.00万,实施方案,25.97%,0.49%
2010中报,2010-07-15,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-02-28,2011-04-09,2011-05-31,10派2元(含税),2011-06-08,2011-06-09,7461.87万,实施方案,14.18%,0.46%
2011中报,2011-08-16,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-28,2012-06-30,2012-08-13,10派4.50元(含税),2012-08-16,2012-08-17,1.68亿,实施方案,27.78%,1.68%
2012中报,2012-08-28,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-09,2013-03-30,2013-05-10,10派5.638元(含税),2013-05-15,2013-05-16,2.10亿,实施方案,30.15%,2.41%
2013中报,2013-08-09,,,不分配不转增,,,--,董事会预案,--,--
