报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2016年报,2017-04-10,2017-05-11,2017-05-17,10转10股派2.50元(含税),2017-05-22,2017-05-23,1666.75万,实施方案,24.75%,0.42%
2017中报,2017-08-19,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-23,2018-05-15,2018-05-23,10派1.20元(含税),2018-05-28,2018-05-29,1600.08万,实施方案,30.77%,0.47%
2018中报,2018-08-21,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-20,2019-05-16,2019-05-23,10派1.60元(含税),2019-05-29,2019-05-30,2133.44万,实施方案,47.06%,1.08%
2019中报,2019-08-23,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-25,2020-05-16,2020-05-20,10派1.3元(含税),2020-05-25,2020-05-26,1733.42万,实施方案,72.22%,1.13%
2020中报,2020-08-26,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-30,2021-05-22,2021-06-02,10派1.2元(含税),2021-06-08,2021-06-09,1600.08万,实施方案,70.59%,1.21%
2021中报,2021-08-31,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-30,2022-05-24,2022-05-31,10派1.5元(含税),2022-06-07,2022-06-08,2000.10万,实施方案,68.18%,1.42%
2022中报,2022-08-30,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-29,2023-05-23,2023-05-31,10派1.2元(含税),2023-06-06,2023-06-07,1600.08万,实施方案,85.71%,0.96%
2023中报,2023-08-26,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-27,2024-05-18,2024-06-01,10派2.4元(含税),2024-06-06,2024-06-07,3156.19万,实施方案,82.76%,2.49%
2024中报,2024-08-31,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-26,2025-05-17,,10派2.5元(含税),,,3284.75万,股东大会预案,80.65%,--
