报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2017年报,2018-04-10,2018-05-03,2018-05-10,10转3股派1.30元(含税),2018-05-15,2018-05-16,2652.00万,实施方案,25%,0.7%
2018中报,2018-08-21,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-12,2019-05-07,2019-05-20,10派2.0元(含税),2019-05-23,2019-05-24,5336.00万,实施方案,52.63%,1.72%
2019中报,2019-08-20,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-18,2020-05-09,2020-05-16,10派2.00元(含税),2020-05-21,2020-05-22,5336.00万,实施方案,46.51%,2.3%
2020中报,2020-08-22,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-30,2021-05-21,2021-06-09,10派2元(含税),2021-06-15,2021-06-16,5914.42万,实施方案,60.61%,2.26%
2021中报,2021-07-30,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-08,2022-04-29,2022-05-25,10派2元(含税),2022-05-30,2022-05-31,5864.42万,实施方案,40.82%,2.19%
2022中报,2022-08-30,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-15,2023-05-16,2023-06-13,10派1.5元(含税),2023-06-16,2023-06-19,4433.20万,实施方案,45.45%,1.46%
2023中报,2023-08-26,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-27,2024-05-21,2024-05-28,10派1.5元(含税),2024-05-31,2024-06-03,4433.51万,实施方案,51.72%,1.65%
2024中报,2024-08-31,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-26,2025-05-17,,10派1.5元(含税),,,4400.49万,股东大会预案,53.57%,--
