报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
1997年报,1998-07-17,1998-08-20,1998-08-27,10派2.15元(含税),1998-08-31,1998-09-01,3099.00万,实施方案,--,1.65%
1998年报,1999-08-24,1999-10-19,1999-10-20,10送2股转1股派1.1元(含税),1999-10-22,1999-10-25,2135.00万,实施方案,25%,0.42%
1999中报,1999-08-24,,,不分配不转增,,,--,董事会预案,--,--
1999年报,2000-01-26,2000-02-29,,不分配不转增,,,--,股东大会预案,--,--
2000中报,2000-08-19,,,不分配不转增,,,--,董事会预案,--,--
2000年报,2001-03-27,2001-04-27,2001-06-15,10派1.4元(含税),2001-06-21,2001-06-22,3927.00万,实施方案,40.37%,0.92%
2001中报,2001-08-04,,,不分配不转增,,,--,董事会预案,--,--
2001年报,2002-02-09,2002-03-13,2002-04-27,10派1元(含税),2002-05-10,2002-05-13,2804.66万,实施方案,27.27%,1.02%
2002中报,2002-08-03,,,不分配不转增,,,--,董事会预案,--,--
2002年报,2003-01-22,2003-02-22,,不分配不转增,,,--,股东大会预案,--,--
2003中报,2003-08-29,2003-09-30,2003-10-15,10送4股转1股派1.1元(含税),2003-10-20,2003-10-21,3349.13万,实施方案,33.64%,0.83%
2003年报,2004-03-10,2004-04-10,,不分配不转增,,,--,股东大会预案,--,--
2004中报,2004-08-24,2004-09-29,2004-11-13,10派1.2元(含税),2004-11-17,2004-11-18,5480.39万,实施方案,83.92%,1.71%
2004年报,2005-01-27,2005-05-28,2005-07-12,10派1元(含税),2005-07-15,2005-07-18,4566.99万,实施方案,21.01%,3.26%
2005中报,2005-08-10,,,不分配不转增,,,--,董事会预案,--,--
2006-03-29,2006-03-29,2006-04-28,2006-05-26,10转5.4股,2006-05-29,2006-05-30,--,实施方案,--,--
2005年报,2006-04-21,2006-05-24,2006-06-23,10转5股,2006-06-28,2006-06-29,--,实施方案,--,--
2006中报,2006-08-25,,,不分配不转增,,,--,董事会预案,--,--
2006年报,2007-03-22,2007-05-31,,不分配不转增,,,--,股东大会预案,--,--
2007中报,2007-08-23,,,不分配不转增,,,--,董事会预案,--,--
2007年报,2008-02-02,2008-04-16,2008-05-30,10派1元(含税),2008-06-04,2008-06-05,8114.09万,实施方案,20.88%,1.02%
2008中报,2008-08-25,2008-11-12,2008-12-08,10派1.8元(含税),2008-12-11,2008-12-12,1.65亿,实施方案,42.86%,3.63%
2008年报,2009-03-31,2009-04-29,2009-06-08,10派0.2元(含税),2009-06-11,2009-06-12,1832.82万,实施方案,5%,0.16%
2009中报,2009-08-27,,,不分配不转增,,,--,董事会预案,--,--
2009年报,2010-02-27,2010-03-27,2010-05-10,10派1.8元(含税),2010-05-13,2010-05-14,1.65亿,实施方案,15.9%,0.98%
2010中报,2010-08-27,,,不分配不转增,,,--,董事会预案,--,--
2010年报,2011-03-24,2011-04-16,2011-05-10,10送10股派2.8元(含税),2011-05-13,2011-05-16,2.95亿,实施方案,16.18%,1.38%
2011中报,2011-08-30,,,不分配不转增,,,--,董事会预案,--,--
2011年报,2012-03-02,2012-03-23,2012-03-24,10派1.2元(含税),2012-03-28,2012-03-29,2.53亿,实施方案,21.98%,1.78%
2012中报,2012-08-31,,,不分配不转增,,,--,董事会预案,--,--
2012年报,2013-03-30,2013-04-27,2013-06-06,10派1.60元(含税),2013-06-14,2013-06-17,4.50亿,实施方案,29.09%,2.58%
