报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2016年报,2017-04-12,2017-05-06,2017-05-17,10转25股派1.50元(含税),2017-05-22,2017-05-23,1200.00万,实施方案,14.85%,0.15%
2017中报,2017-08-25,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-25,2018-05-16,2018-05-17,10派0.20元(含税),2018-05-23,2018-05-24,560.00万,实施方案,11.76%,0.11%
2018中报,2018-08-15,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-28,2019-05-17,2019-05-21,10派0.30元(含税),2019-05-24,2019-05-27,840.00万,实施方案,7.14%,0.18%
2019中报,2019-08-15,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-15,2020-05-14,2020-05-21,10派0.32元(含税),2020-05-27,2020-05-28,1033.77万,实施方案,17.78%,0.19%
2020中报,2020-08-15,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-03-31,2021-06-30,2021-07-02,10派0.320698元(含税),2021-07-08,2021-07-09,1049.10万,实施方案,8.67%,0.2%
2021中报,2021-08-20,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-12,2022-05-20,2022-05-25,10派0.505144元(含税),2022-05-31,2022-06-01,1650.39万,实施方案,10.98%,0.36%
2022中报,2022-08-16,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-25,2023-05-19,2023-05-26,10派0.5元(含税),2023-05-31,2023-06-01,1619.81万,实施方案,10.64%,0.34%
2023中报,2023-08-18,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-27,2024-05-17,2024-05-21,10派0.5元(含税),2024-05-28,2024-05-29,1589.56万,实施方案,-9.87%,--
