报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2012年报,2013-04-08,2013-05-03,,不分配不转增,,,--,股东大会预案,--,--
2013中报,2013-08-15,,,不分配不转增,,,--,董事会预案,--,--
2013年报,2014-04-15,2014-05-06,2014-07-23,10派1.25元(含税),2014-07-28,2014-07-29,691.25万,实施方案,18.94%,--
2014中报,2014-08-15,,,不分配不转增,,,--,董事会预案,--,--
2014年报,2015-04-28,2015-06-02,,不分配不转增,,,--,股东大会预案,--,--
2015中报,2015-08-24,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-03-28,2016-05-09,2016-05-11,10派1.00元(含税),2016-05-18,2016-05-19,794.70万,实施方案,13.93%,--
2016中报,2016-08-26,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-04-27,2017-05-22,,不分配不转增,,,--,股东大会预案,--,--
2017中报,2017-08-28,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-25,2018-05-29,2018-06-01,10派2.00元(含税),2018-06-07,2018-06-08,1589.40万,实施方案,31.25%,--
2018中报,2018-08-14,,,不分配不转增,,,--,董事会预案,--,--
2018三季报,2018-10-26,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-03-22,2019-04-16,2019-04-17,10派15.00元(含税),2019-04-23,2019-04-24,1.25亿,实施方案,67.87%,--
2019中报,2019-08-19,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-18,2020-05-20,2020-06-13,10派10.00元(含税),2020-06-18,2020-06-19,1.11亿,实施方案,35.09%,1.74%
2020中报,2020-08-29,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-23,2021-05-15,2021-06-16,10派3.50元(含税),2021-06-21,2021-06-22,3794.19万,实施方案,28.46%,0.8%
2021中报,2021-08-20,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-26,2022-06-11,2022-07-01,10派5元(含税),2022-07-06,2022-07-07,5420.28万,实施方案,32.68%,1.25%
2022中报,2022-08-19,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-15,2023-05-27,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-19,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-03-30,2024-05-25,2024-06-13,10转4.9股,2024-06-18,2024-06-19,--,实施方案,--,--
2024中报,2024-08-24,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-19,,,不分配不转增,,,--,董事会预案,--,--
