报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2015中报,2015-08-15,,,不分配不转增,,,--,董事会预案,--,--
2015年报,2016-04-12,2016-05-06,2016-06-13,10转10股派1.00元(含税),2016-06-16,2016-06-17,680.00万,实施方案,26.32%,0.17%
2016中报,2016-08-26,,,不分配不转增,,,--,董事会预案,--,--
2016年报,2017-03-24,2017-04-18,2017-05-05,10派0.50元(含税),2017-05-09,2017-05-10,680.00万,实施方案,26.64%,0.18%
2017中报,2017-08-29,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-20,2018-06-08,2018-07-10,10派1.10元(含税),2018-07-16,2018-07-17,2455.10万,实施方案,16.67%,0.41%
2018中报,2018-08-24,2018-09-21,2018-10-08,10转8股,2018-10-11,2018-10-12,--,实施方案,--,--
2018年报,2019-04-27,2019-05-28,2019-06-21,10派0.8元(含税),2019-06-26,2019-06-27,3213.95万,实施方案,21.62%,0.9%
2019中报,2019-08-28,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-29,2020-06-19,2020-08-05,10派0.70元(含税),2020-08-10,2020-08-11,2812.21万,实施方案,23.33%,0.8%
2020中报,2020-08-26,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-27,2021-05-21,,不分配不转增,,,--,股东大会预案,--,--
2021中报,2021-08-27,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-26,2022-06-02,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-08-27,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-25,2023-05-26,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-29,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-26,2024-05-24,2024-06-21,10派1.1元(含税),2024-06-27,2024-06-28,4419.18万,实施方案,35.48%,1.45%
2024中报,2024-08-29,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-25,2025-05-23,,10派0.69元(含税),,,2772.03万,股东大会预案,30%,--
