报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2016年报,2017-04-26,2017-05-23,2017-07-03,10派1.00元(含税),2017-07-06,2017-07-07,1333.40万,实施方案,19.61%,0.22%
2017中报,2017-08-10,,,不分配不转增,,,--,董事会预案,--,--
2017年报,2018-04-02,2018-04-27,2018-06-14,10转2股派0.61元(含税),2018-06-21,2018-06-22,813.37万,实施方案,30.5%,0.36%
2018中报,2018-08-10,,,不分配不转增,,,--,董事会预案,--,--
2018年报,2019-04-24,2019-05-28,2019-07-08,10派0.60元(含税),2019-07-11,2019-07-12,960.05万,实施方案,3.7%,0.24%
2019中报,2019-08-23,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-28,2020-05-28,,不分配不转增,,,--,股东大会预案,--,--
2020中报,2020-08-20,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-27,2021-05-26,,不分配不转增,,,--,股东大会预案,--,--
2021中报,2021-08-16,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-26,2022-05-17,,不分配不转增,,,--,股东大会预案,--,--
2022中报,2022-07-29,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-11,2023-05-11,2023-06-06,10转4股,2023-06-09,2023-06-12,--,实施方案,--,--
2023中报,2023-07-28,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-10,2024-05-08,,不分配不转增,,,--,股东大会预案,--,--
2024中报,2024-08-01,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-29,2025-05-20,,10派0.56元(含税),,,1310.26万,股东大会预案,-8.48%,--
