报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2018年报,2019-04-12,2019-05-17,2019-06-18,10转2股派1.35元(含税),2019-06-24,2019-06-25,2430.00万,实施方案,23.28%,0.57%
2019中报,2019-08-28,,,不分配不转增,,,--,董事会预案,--,--
2019年报,2020-04-10,2020-05-19,2020-06-10,10转2股派2.20元(含税),2020-06-16,2020-06-17,4752.00万,实施方案,47.83%,1.33%
2020中报,2020-08-28,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-27,2021-05-20,2021-06-02,10派1.6元(含税),2021-06-07,2021-06-08,4218.45万,实施方案,69.57%,1.5%
2021中报,2021-08-26,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-27,2022-05-21,2022-05-31,10转3股派2元(含税),2022-06-06,2022-06-07,5291.02万,实施方案,76.92%,2.16%
2022中报,2022-08-20,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-26,2023-05-19,,不分配不转增,,,--,股东大会预案,--,--
2023中报,2023-08-23,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-25,2024-05-16,,不分配不转增,,,--,股东大会预案,--,--
2024中报,2024-09-26,2024-10-12,2024-10-22,10派1.80元(含税),2024-10-29,2024-10-30,6093.61万,实施方案,100%,2.11%
2024年报,2025-04-25,2025-05-16,,10派2元(含税),,,6770.67万,股东大会预案,105.26%,--
