报告期,董事会日期,股东大会预案公告日期,实施公告日,分红方案说明,A股股权登记日,A股除权除息日,分红总额,方案进度,股利支付率,税前分红率
2019年报,2020-04-28,2020-05-20,2020-06-02,10派1.00元(含税),2020-06-08,2020-06-09,4990.00万,实施方案,43.48%,0.47%
2020中报,2020-08-28,,,不分配不转增,,,--,董事会预案,--,--
2020年报,2021-04-20,2021-05-11,2021-05-18,10派0.60元(含税),2021-05-21,2021-05-24,2994.00万,实施方案,31.58%,0.68%
2021中报,2021-08-27,,,不分配不转增,,,--,董事会预案,--,--
2021年报,2022-04-20,2022-05-11,2022-06-28,10派1元(含税),2022-07-04,2022-07-05,6189.24万,实施方案,37.04%,1.15%
2022中报,2022-08-26,,,不分配不转增,,,--,董事会预案,--,--
2022年报,2023-04-27,2023-05-23,2023-07-05,10派1元(含税),2023-07-11,2023-07-12,6189.24万,实施方案,34.48%,1.47%
2023中报,2023-08-26,,,不分配不转增,,,--,董事会预案,--,--
2023年报,2024-04-20,2024-05-14,2024-06-28,10派0.85元(含税),2024-07-05,2024-07-08,5260.86万,实施方案,30.36%,1.47%
2024中报,2024-08-31,,,不分配不转增,,,--,董事会预案,--,--
2024年报,2025-04-29,2025-05-20,,10派0.65元(含税),,,3980.45万,股东大会预案,30.95%,--
