item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,6.23
sell_4_vol,1656000
sell_3,6.22
sell_3_vol,792900
sell_2,6.21
sell_2_vol,435900
sell_1,6.2
sell_1_vol,1372100
buy_1,6.19
buy_1_vol,149800
buy_2,6.18
buy_2_vol,53200
buy_3,6.17
buy_3_vol,301400
buy_4,6.16
buy_4_vol,54900
buy_5,6.15
buy_5_vol,41500
最新,6.2
均价,5.96
涨幅,9.54
涨跌,0.54
总手,1025776
金额,611674745.0
换手,5.2
量比,1.78
最高,6.2
最低,5.67
今开,5.7
昨收,5.66
涨停,6.23
跌停,5.09
外盘,574961
内盘,450815
