item,value
sell_5,6.73
sell_5_vol,22300
sell_4,6.72
sell_4_vol,21900
sell_3,6.71
sell_3_vol,56900
sell_2,6.7
sell_2_vol,336000
sell_1,6.69
sell_1_vol,5650800
buy_1,-
buy_1_vol,----------------------------------------------------------------------------------------------------
buy_2,-
buy_2_vol,----------------------------------------------------------------------------------------------------
buy_3,-
buy_3_vol,----------------------------------------------------------------------------------------------------
buy_4,-
buy_4_vol,----------------------------------------------------------------------------------------------------
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,6.69
均价,6.8
涨幅,-9.96
涨跌,-0.74
总手,1550579
金额,1054359658.0
换手,12.5
量比,0.55
最高,7.12
最低,6.69
今开,7.09
昨收,7.43
涨停,8.17
跌停,6.69
外盘,573430
内盘,977149
