item,value
sell_5,0.78
sell_5_vol,1646700
sell_4,0.77
sell_4_vol,264200
sell_3,0.76
sell_3_vol,1006700
sell_2,0.75
sell_2_vol,4836000
sell_1,0.74
sell_1_vol,110348600
buy_1,-
buy_1_vol,----------------------------------------------------------------------------------------------------
buy_2,-
buy_2_vol,----------------------------------------------------------------------------------------------------
buy_3,-
buy_3_vol,----------------------------------------------------------------------------------------------------
buy_4,-
buy_4_vol,----------------------------------------------------------------------------------------------------
buy_5,-
buy_5_vol,----------------------------------------------------------------------------------------------------
最新,0.74
均价,0.74
涨幅,-5.13
涨跌,-0.04
总手,10739
金额,794686.0
换手,0.13
量比,0.04
最高,0.74
最低,0.74
今开,0.74
昨收,0.78
涨停,0.82
跌停,0.74
外盘,10739
内盘,-
