item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,26.33
buy_1_vol,1145200
buy_2,26.32
buy_2_vol,1100
buy_3,26.29
buy_3_vol,200
buy_4,26.1
buy_4_vol,400
buy_5,26.08
buy_5_vol,5000
最新,26.33
均价,25.42
涨幅,20.01
涨跌,4.39
总手,155821
金额,396052445.25
换手,44.49
量比,4.43
最高,26.33
最低,22.62
今开,23.46
昨收,21.94
涨停,26.33
跌停,17.55
外盘,55124
内盘,100696
