item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,9.21
buy_1_vol,16239000
buy_2,9.2
buy_2_vol,38500
buy_3,9.19
buy_3_vol,33400
buy_4,9.18
buy_4_vol,12700
buy_5,9.17
buy_5_vol,3000
最新,9.21
均价,9.1
涨幅,10.04
涨跌,0.84
总手,1770685
金额,1611515867.84
换手,27.22
量比,1.77
最高,9.21
最低,8.37
今开,8.37
昨收,8.37
涨停,9.21
跌停,7.53
外盘,680954
内盘,1089731
