item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,15.17
buy_1_vol,1428300
buy_2,15.16
buy_2_vol,31000
buy_3,15.15
buy_3_vol,24800
buy_4,15.14
buy_4_vol,3400
buy_5,15.13
buy_5_vol,100
最新,15.17
均价,14.09
涨幅,20.02
涨跌,2.53
总手,336330
金额,473728876.0
换手,20.96
量比,1.99
最高,15.17
最低,12.73
今开,12.99
昨收,12.64
涨停,15.17
跌停,10.11
外盘,167988
内盘,168342
