item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,3.56
buy_1_vol,3229600
buy_2,3.55
buy_2_vol,54400
buy_3,3.54
buy_3_vol,8500
buy_4,3.52
buy_4_vol,2000
buy_5,3.51
buy_5_vol,2000
最新,3.56
均价,3.47
涨幅,9.88
涨跌,0.32
总手,73978
金额,25659511.44
换手,1.13
量比,1.28
最高,3.56
最低,3.31
今开,3.33
昨收,3.24
涨停,3.56
跌停,2.92
外盘,39024
内盘,34954
