item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,24.75
buy_1_vol,802200
buy_2,24.74
buy_2_vol,1500
buy_3,24.73
buy_3_vol,6200
buy_4,24.72
buy_4_vol,200
buy_5,24.7
buy_5_vol,1300
最新,24.75
均价,23.61
涨幅,10.0
涨跌,2.25
总手,50794
金额,119931149.0
换手,10.27
量比,4.09
最高,24.75
最低,22.6
今开,22.6
昨收,22.5
涨停,24.75
跌停,20.25
外盘,22541
内盘,28254
