item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,2.44
buy_1_vol,8395200
buy_2,2.43
buy_2_vol,10700
buy_3,2.42
buy_3_vol,2000
buy_4,2.41
buy_4_vol,19200
buy_5,2.4
buy_5_vol,191800
最新,2.44
均价,2.36
涨幅,9.91
涨跌,0.22
总手,358574
金额,84586401.0
换手,1.71
量比,1.75
最高,2.44
最低,2.28
今开,2.29
昨收,2.22
涨停,2.44
跌停,2.0
外盘,220334
内盘,138241
