item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,5.63
buy_1_vol,23167600
buy_2,5.62
buy_2_vol,276400
buy_3,5.61
buy_3_vol,17500
buy_4,5.6
buy_4_vol,98700
buy_5,5.59
buy_5_vol,6300
最新,5.63
均价,5.57
涨幅,9.96
涨跌,0.51
总手,1097115
金额,611206649.0
换手,8.73
量比,1.04
最高,5.63
最低,5.23
今开,5.25
昨收,5.12
涨停,5.63
跌停,4.61
外盘,280665
内盘,816450
