item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,23.55
buy_1_vol,4360700
buy_2,23.54
buy_2_vol,2900
buy_3,23.53
buy_3_vol,27300
buy_4,23.52
buy_4_vol,13800
buy_5,23.51
buy_5_vol,100
最新,23.55
均价,22.8
涨幅,10.0
涨跌,2.14
总手,127218
金额,290044537.0
换手,9.17
量比,4.37
最高,23.55
最低,21.0
今开,23.55
昨收,21.41
涨停,23.55
跌停,19.27
外盘,40390
内盘,86828
