item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,16.34
buy_1_vol,4209900
buy_2,16.33
buy_2_vol,48700
buy_3,16.32
buy_3_vol,3100
buy_4,16.31
buy_4_vol,2600
buy_5,16.3
buy_5_vol,2400
最新,16.34
均价,15.64
涨幅,10.03
涨跌,1.49
总手,385121
金额,602474734.0
换手,17.8
量比,0.71
最高,16.34
最低,13.93
今开,14.1
昨收,14.85
涨停,16.34
跌停,13.37
外盘,170407
内盘,214714
