item,value
sell_5,-
sell_5_vol,----------------------------------------------------------------------------------------------------
sell_4,-
sell_4_vol,----------------------------------------------------------------------------------------------------
sell_3,-
sell_3_vol,----------------------------------------------------------------------------------------------------
sell_2,-
sell_2_vol,----------------------------------------------------------------------------------------------------
sell_1,-
sell_1_vol,----------------------------------------------------------------------------------------------------
buy_1,5.15
buy_1_vol,28438000
buy_2,5.14
buy_2_vol,413500
buy_3,5.13
buy_3_vol,402300
buy_4,5.12
buy_4_vol,141400
buy_5,5.11
buy_5_vol,160700
最新,5.15
均价,5.11
涨幅,10.04
涨跌,0.47
总手,2707467
金额,1383243998.0
换手,8.67
量比,2.68
最高,5.15
最低,4.95
今开,5.12
昨收,4.68
涨停,5.15
跌停,4.21
外盘,1399104
内盘,1308363
